This file is created using RaceChrono v9.1.3 ( http://racechrono.com/ ).
Format,2,"Format 1 = static columns","Format 2 = new format with dynamic columns; only channel header string is fixed, number of columns and channels' column numbers are variable."
Session title,"Novo circuito (1)"
Session type,Lap timing
Track name,"Novo circuito (1)"
Driver name,
Export scope,Session start
Created,22/02/2026,20:55
Note,

Time (s),Session fragment #,Lap #,Trap name,X-position (m),Y-position (m),Distance (m),Speed (m/s),Altitude (m),Bearing (deg),Device update rate (Hz),Elapsed time (s),Latitude (deg),Longitude (deg),Satellites (sats),Fix type,Accuracy (m),Speed (m/s) *calc,Lateral acceleration (G) *calc,Longitudinal acceleration (G) *calc,Device update rate (Hz) *calc
1771793777.043,0,1,,-1812.780,-656.826,1997.822,38.697,94.309,243.810,1.0,58.400,40.2085132,-8.4725599,5,1,5.409,38.697,-0.022,-0.060,20.0
1771793777.093,0,1,,-1814.578,-657.706,1999.824,38.720,94.319,243.810,1.0,58.450,40.2085053,-8.4725810,5,1,5.419,38.720,-0.022,-0.057,20.0
1771793777.143,0,1,,-1816.375,-658.586,2001.825,38.742,94.329,243.810,1.0,58.500,40.2084974,-8.4726022,5,1,5.429,38.742,-0.022,-0.052,20.0
1771793777.193,0,1,,-1818.173,-659.467,2003.827,38.765,94.339,243.810,1.0,58.550,40.2084894,-8.4726234,5,1,5.439,38.765,-0.023,-0.048,20.0
1771793777.243,0,1,,-1819.970,-660.347,2005.828,38.788,94.349,243.810,1.0,58.600,40.2084815,-8.4726445,5,1,5.449,38.788,-0.024,-0.043,20.0
1771793777.293,0,1,,-1821.768,-661.227,2007.829,38.810,94.359,243.810,1.0,58.650,40.2084736,-8.4726657,5,1,5.459,38.810,-0.025,-0.037,20.0
1771793777.343,0,1,,-1823.565,-662.107,2009.831,38.833,94.369,243.810,1.0,58.700,40.2084657,-8.4726869,5,1,5.469,38.833,-0.026,-0.032,20.0
1771793777.393,0,1,,-1825.363,-662.988,2011.832,38.855,94.379,243.810,1.0,58.750,40.2084578,-8.4727080,5,1,5.479,38.855,-0.027,-0.026,20.0
1771793777.443,0,1,,-1827.160,-663.868,2013.834,38.878,94.389,243.810,1.0,58.800,40.2084499,-8.4727292,5,1,5.489,38.878,-0.028,-0.020,20.0
1771793777.493,0,1,,-1828.958,-664.748,2015.835,38.900,94.399,243.810,1.0,58.850,40.2084419,-8.4727504,5,1,5.499,38.900,-0.030,-0.014,20.0
1771793777.543,0,1,,-1830.755,-665.629,2017.837,38.923,94.409,243.810,1.0,58.900,40.2084340,-8.4727715,5,1,5.509,38.923,-0.031,-0.009,20.0
1771793777.593,0,1,,-1832.553,-666.509,2019.838,38.945,94.419,243.810,1.0,58.950,40.2084261,-8.4727927,5,1,5.519,38.945,-0.032,-0.003,20.0
1771793777.643,0,1,,-1834.350,-667.389,2021.840,38.968,94.429,243.810,1.0,59.000,40.2084182,-8.4728139,5,1,5.529,38.968,-0.033,0.003,20.0
1771793777.693,0,1,,-1836.148,-668.269,2023.841,38.991,94.439,243.810,1.0,59.050,40.2084103,-8.4728350,5,1,5.539,38.991,-0.034,0.008,20.0
1771793777.743,0,1,,-1837.945,-669.150,2025.843,39.013,94.449,243.810,1.0,59.100,40.2084024,-8.4728562,5,1,5.549,39.013,-0.035,0.013,20.0
1771793777.793,0,1,,-1839.743,-670.030,2027.844,39.036,94.459,243.810,1.0,59.150,40.2083944,-8.4728774,5,1,5.559,39.036,-0.035,0.017,20.0
1771793777.843,0,1,,-1841.540,-670.910,2029.845,39.058,94.469,243.810,1.0,59.200,40.2083865,-8.4728985,5,1,5.569,39.058,-0.035,0.021,20.0
1771793777.893,0,1,,-1843.338,-671.791,2031.847,39.081,94.479,243.810,1.0,59.250,40.2083786,-8.4729197,5,1,5.579,39.081,-0.035,0.024,20.0
1771793777.943,0,1,,-1845.135,-672.671,2033.848,39.103,94.489,243.810,1.0,59.300,40.2083707,-8.4729409,5,1,5.589,39.103,-0.034,0.026,20.0
1771793777.993,0,1,,-1846.933,-673.551,2035.850,39.126,94.499,243.810,1.0,59.350,40.2083628,-8.4729620,5,1,5.599,39.126,-0.032,0.028,20.0
1771793778.000,0,1,,-1847.184,-673.674,2036.130,39.129,94.500,244.420,1.0,59.357,40.2083617,-8.4729650,5,1,5.600,39.123,-0.032,0.028,20.0
1771793778.043,0,1,,-1848.590,-674.543,2037.783,39.107,94.504,244.420,1.0,59.400,40.2083539,-8.4729816,5,1,5.604,39.107,-0.030,0.028,20.0
1771793778.093,0,1,,-1850.225,-675.553,2039.704,39.082,94.509,244.420,1.0,59.450,40.2083448,-8.4730008,5,1,5.609,39.082,-0.027,0.027,20.0
1771793778.143,0,1,,-1851.860,-676.563,2041.626,39.056,94.514,244.420,1.0,59.500,40.2083357,-8.4730201,5,1,5.614,39.056,-0.024,0.025,20.0
1771793778.193,0,1,,-1853.494,-677.573,2043.547,39.031,94.519,244.420,1.0,59.550,40.2083266,-8.4730393,5,1,5.619,39.031,-0.020,0.023,20.0
1771793778.243,0,1,,-1855.129,-678.583,2045.469,39.005,94.524,244.420,1.0,59.600,40.2083175,-8.4730586,5,1,5.624,39.005,-0.016,0.019,20.0
1771793778.293,0,1,,-1856.764,-679.593,2047.390,38.980,94.529,244.420,1.0,59.650,40.2083084,-8.4730778,5,1,5.629,38.980,-0.012,0.016,20.0
1771793778.343,0,1,,-1858.399,-680.603,2049.312,38.954,94.534,244.420,1.0,59.700,40.2082994,-8.4730971,5,1,5.634,38.954,-0.007,0.012,20.0
1771793778.393,0,1,,-1860.033,-681.613,2051.233,38.929,94.539,244.420,1.0,59.750,40.2082903,-8.4731163,5,1,5.639,38.929,-0.002,0.007,20.0
1771793778.443,0,1,,-1861.668,-682.623,2053.155,38.903,94.544,244.420,1.0,59.800,40.2082812,-8.4731356,5,1,5.644,38.903,0.003,0.002,20.0
1771793778.493,0,1,,-1863.303,-683.633,2055.076,38.878,94.549,244.420,1.0,59.850,40.2082721,-8.4731548,5,1,5.649,38.878,0.008,-0.002,20.0
1771793778.543,0,1,,-1864.938,-684.643,2056.998,38.852,94.554,244.420,1.0,59.900,40.2082630,-8.4731741,5,1,5.654,38.852,0.013,-0.007,20.0
1771793778.593,0,1,,-1866.572,-685.653,2058.920,38.827,94.559,244.420,1.0,59.950,40.2082539,-8.4731933,5,1,5.659,38.827,0.018,-0.012,20.0
1771793778.643,0,1,,-1868.207,-686.663,2060.841,38.801,94.564,244.420,1.0,60.000,40.2082449,-8.4732126,5,1,5.664,38.801,0.023,-0.016,20.0
1771793778.693,0,1,,-1869.842,-687.673,2062.763,38.776,94.569,244.420,1.0,60.050,40.2082358,-8.4732318,5,1,5.669,38.776,0.027,-0.021,20.0
1771793778.743,0,1,,-1871.477,-688.683,2064.684,38.750,94.574,244.420,1.0,60.100,40.2082267,-8.4732511,5,1,5.674,38.750,0.032,-0.025,20.0
1771793778.793,0,1,,-1873.111,-689.693,2066.606,38.725,94.579,244.420,1.0,60.150,40.2082176,-8.4732703,5,1,5.679,38.725,0.037,-0.028,20.0
1771793778.843,0,1,,-1874.746,-690.703,2068.527,38.699,94.584,244.420,1.0,60.200,40.2082085,-8.4732896,5,1,5.684,38.699,0.041,-0.031,20.0
1771793778.893,0,1,,-1876.381,-691.713,2070.449,38.674,94.589,244.420,1.0,60.250,40.2081994,-8.4733088,5,1,5.689,38.674,0.045,-0.034,20.0
1771793778.943,0,1,,-1878.016,-692.723,2072.370,38.648,94.594,244.420,1.0,60.300,40.2081904,-8.4733281,5,1,5.694,38.648,0.049,-0.035,20.0
1771793778.993,0,1,,-1879.651,-693.733,2074.292,38.623,94.599,244.420,1.0,60.350,40.2081813,-8.4733473,5,1,5.699,38.623,0.052,-0.036,20.0
1771793779.000,0,1,,-1879.879,-693.875,2074.561,38.619,94.600,243.560,1.0,60.357,40.2081800,-8.4733500,5,1,5.700,38.625,0.053,-0.036,20.0
1771793779.043,0,1,,-1881.304,-694.751,2076.233,38.637,94.604,243.560,1.0,60.400,40.2081721,-8.4733668,5,1,5.700,38.637,0.055,-0.035,20.0
1771793779.093,0,1,,-1882.960,-695.771,2078.178,38.659,94.609,243.560,1.0,60.450,40.2081630,-8.4733863,5,1,5.700,38.659,0.058,-0.034,20.0
1771793779.143,0,1,,-1884.616,-696.790,2080.122,38.680,94.614,243.560,1.0,60.500,40.2081538,-8.4734058,5,1,5.700,38.680,0.060,-0.032,20.0
1771793779.193,0,1,,-1886.272,-697.809,2082.067,38.702,94.619,243.560,1.0,60.550,40.2081446,-8.4734253,5,1,5.700,38.702,0.063,-0.030,20.0
1771793779.243,0,1,,-1887.928,-698.829,2084.011,38.723,94.624,243.560,1.0,60.600,40.2081355,-8.4734448,5,1,5.700,38.723,0.064,-0.026,20.0
1771793779.293,0,1,,-1889.584,-699.848,2085.956,38.744,94.629,243.560,1.0,60.650,40.2081263,-8.4734643,5,1,5.700,38.744,0.066,-0.023,20.0
1771793779.343,0,1,,-1891.239,-700.867,2087.900,38.766,94.634,243.560,1.0,60.700,40.2081171,-8.4734838,5,1,5.700,38.766,0.068,-0.018,20.0
1771793779.393,0,1,,-1892.895,-701.886,2089.845,38.787,94.639,243.560,1.0,60.750,40.2081080,-8.4735033,5,1,5.700,38.787,0.069,-0.014,20.0
1771793779.443,0,1,,-1894.551,-702.906,2091.789,38.809,94.644,243.560,1.0,60.800,40.2080988,-8.4735228,5,1,5.700,38.809,0.070,-0.009,20.0
1771793779.493,0,1,,-1896.207,-703.925,2093.734,38.830,94.649,243.560,1.0,60.850,40.2080896,-8.4735423,5,1,5.700,38.830,0.072,-0.005,20.0
1771793779.543,0,1,,-1897.863,-704.944,2095.678,38.851,94.654,243.560,1.0,60.900,40.2080805,-8.4735618,5,1,5.700,38.851,0.073,-0.000,20.0
1771793779.593,0,1,,-1899.519,-705.964,2097.623,38.873,94.659,243.560,1.0,60.950,40.2080713,-8.4735813,5,1,5.700,38.873,0.074,0.005,20.0
1771793779.643,0,1,,-1901.175,-706.983,2099.567,38.894,94.664,243.560,1.0,61.000,40.2080621,-8.4736008,5,1,5.700,38.894,0.075,0.009,20.0
1771793779.693,0,1,,-1902.831,-708.002,2101.512,38.916,94.669,243.560,1.0,61.050,40.2080530,-8.4736203,5,1,5.700,38.916,0.077,0.013,20.0
1771793779.743,0,1,,-1904.487,-709.021,2103.456,38.937,94.674,243.560,1.0,61.100,40.2080438,-8.4736398,5,1,5.700,38.937,0.078,0.018,20.0
1771793779.793,0,1,,-1906.143,-710.041,2105.401,38.958,94.679,243.560,1.0,61.150,40.2080346,-8.4736593,5,1,5.700,38.958,0.079,0.022,20.0
1771793779.843,0,1,,-1907.799,-711.060,2107.345,38.980,94.684,243.560,1.0,61.200,40.2080255,-8.4736788,5,1,5.700,38.980,0.079,0.025,20.0
1771793779.893,0,1,,-1909.455,-712.079,2109.290,39.001,94.689,243.560,1.0,61.250,40.2080163,-8.4736983,5,1,5.700,39.001,0.080,0.028,20.0
1771793779.943,0,1,,-1911.111,-713.099,2111.234,39.023,94.694,243.560,1.0,61.300,40.2080071,-8.4737178,5,1,5.700,39.023,0.080,0.031,20.0
1771793779.993,0,1,,-1912.767,-714.118,2113.179,39.044,94.699,243.560,1.0,61.350,40.2079980,-8.4737373,5,1,5.700,39.044,0.080,0.033,20.0
1771793780.000,0,1,,-1912.999,-714.261,2113.451,39.047,94.700,242.340,1.0,61.357,40.2079967,-8.4737400,5,1,5.700,39.045,0.080,0.033,20.0
1771793780.043,0,1,,-1914.405,-715.464,2115.302,39.053,94.700,242.340,1.0,61.400,40.2079858,-8.4737566,5,1,5.691,39.053,0.080,0.034,20.0
1771793780.093,0,1,,-1916.040,-716.863,2117.453,39.060,94.700,242.340,1.0,61.450,40.2079733,-8.4737758,5,1,5.681,39.060,0.080,0.035,20.0
1771793780.143,0,1,,-1917.675,-718.262,2119.605,39.067,94.700,242.340,1.0,61.500,40.2079607,-8.4737951,5,1,5.671,39.067,0.079,0.035,20.0
1771793780.193,0,1,,-1919.310,-719.662,2121.757,39.073,94.700,242.340,1.0,61.550,40.2079481,-8.4738143,5,1,5.661,39.073,0.078,0.035,20.0
1771793780.243,0,1,,-1920.944,-721.061,2123.909,39.080,94.700,242.340,1.0,61.600,40.2079355,-8.4738336,5,1,5.651,39.080,0.077,0.035,20.0
1771793780.293,0,1,,-1922.579,-722.460,2126.061,39.087,94.700,242.340,1.0,61.650,40.2079229,-8.4738528,5,1,5.641,39.087,0.076,0.034,20.0
1771793780.343,0,1,,-1924.214,-723.859,2128.212,39.094,94.700,242.340,1.0,61.700,40.2079103,-8.4738721,5,1,5.631,39.094,0.075,0.033,20.0
1771793780.393,0,1,,-1925.849,-725.258,2130.364,39.101,94.700,242.340,1.0,61.750,40.2078978,-8.4738913,5,1,5.621,39.101,0.074,0.032,20.0
1771793780.443,0,1,,-1927.484,-726.658,2132.516,39.108,94.700,242.340,1.0,61.800,40.2078852,-8.4739106,5,1,5.611,39.108,0.073,0.030,20.0
1771793780.493,0,1,,-1929.119,-728.057,2134.668,39.115,94.700,242.340,1.0,61.850,40.2078726,-8.4739298,5,1,5.601,39.115,0.071,0.029,20.0
1771793780.543,0,1,,-1930.753,-729.456,2136.820,39.121,94.700,242.340,1.0,61.900,40.2078600,-8.4739491,6,1,5.591,39.121,0.070,0.028,20.0
1771793780.593,0,1,,-1932.388,-730.855,2138.971,39.128,94.700,242.340,1.0,61.950,40.2078474,-8.4739683,6,1,5.581,39.128,0.069,0.026,20.0
1771793780.643,0,1,,-1934.023,-732.254,2141.123,39.135,94.700,242.340,1.0,62.000,40.2078348,-8.4739876,6,1,5.571,39.135,0.067,0.025,20.0
1771793780.693,0,1,,-1935.658,-733.654,2143.275,39.142,94.700,242.340,1.0,62.050,40.2078223,-8.4740068,6,1,5.561,39.142,0.066,0.023,20.0
1771793780.743,0,1,,-1937.293,-735.053,2145.427,39.149,94.700,242.340,1.0,62.100,40.2078097,-8.4740261,6,1,5.551,39.149,0.065,0.022,20.0
1771793780.793,0,1,,-1938.927,-736.452,2147.579,39.156,94.700,242.340,1.0,62.150,40.2077971,-8.4740453,6,1,5.541,39.156,0.064,0.021,20.0
1771793780.843,0,1,,-1940.562,-737.851,2149.730,39.162,94.700,242.340,1.0,62.200,40.2077845,-8.4740646,6,1,5.531,39.162,0.063,0.020,20.0
1771793780.893,0,1,,-1942.197,-739.250,2151.882,39.169,94.700,242.340,1.0,62.250,40.2077719,-8.4740838,6,1,5.521,39.169,0.063,0.020,20.0
1771793780.943,0,1,,-1943.832,-740.650,2154.034,39.176,94.700,242.340,1.0,62.300,40.2077593,-8.4741031,6,1,5.511,39.176,0.062,0.019,20.0
1771793780.993,0,1,,-1945.467,-742.049,2156.186,39.183,94.700,242.340,1.0,62.350,40.2077468,-8.4741223,6,1,5.501,39.183,0.062,0.019,20.0
1771793781.000,0,1,,-1945.696,-742.245,2156.487,39.184,94.700,241.520,1.0,62.357,40.2077450,-8.4741250,6,1,5.500,39.186,0.062,0.019,20.0
1771793781.043,0,1,,-1947.132,-743.360,2158.306,39.202,94.704,241.520,1.0,62.400,40.2077350,-8.4741419,6,1,5.487,39.202,0.063,0.019,20.0
1771793781.093,0,1,,-1948.802,-744.658,2160.420,39.223,94.709,241.520,1.0,62.450,40.2077233,-8.4741616,6,1,5.472,39.223,0.063,0.019,20.0
1771793781.143,0,1,,-1950.472,-745.955,2162.535,39.244,94.714,241.520,1.0,62.500,40.2077116,-8.4741812,6,1,5.457,39.244,0.064,0.020,20.0
1771793781.193,0,1,,-1952.143,-747.252,2164.650,39.265,94.719,241.520,1.0,62.550,40.2077000,-8.4742009,6,1,5.442,39.265,0.065,0.021,20.0
1771793781.243,0,1,,-1953.813,-748.549,2166.765,39.286,94.724,241.520,1.0,62.600,40.2076883,-8.4742206,6,1,5.427,39.286,0.066,0.022,20.0
1771793781.293,0,1,,-1955.483,-749.847,2168.879,39.307,94.729,241.520,1.0,62.650,40.2076766,-8.4742402,6,1,5.412,39.307,0.068,0.023,20.0
1771793781.343,0,1,,-1957.153,-751.144,2170.994,39.328,94.734,241.520,1.0,62.700,40.2076650,-8.4742599,6,1,5.397,39.328,0.069,0.024,20.0
1771793781.393,0,1,,-1958.823,-752.441,2173.109,39.349,94.739,241.520,1.0,62.750,40.2076533,-8.4742796,6,1,5.382,39.349,0.071,0.025,20.0
1771793781.443,0,1,,-1960.493,-753.739,2175.224,39.371,94.744,241.520,1.0,62.800,40.2076416,-8.4742992,6,1,5.367,39.371,0.072,0.027,20.0
1771793781.493,0,1,,-1962.164,-755.036,2177.338,39.392,94.749,241.520,1.0,62.850,40.2076300,-8.4743189,6,1,5.352,39.392,0.074,0.028,20.0
1771793781.543,0,1,,-1963.834,-756.333,2179.453,39.413,94.754,241.520,1.0,62.900,40.2076183,-8.4743386,6,1,5.337,39.413,0.076,0.030,20.0
1771793781.593,0,1,,-1965.504,-757.630,2181.568,39.434,94.759,241.520,1.0,62.950,40.2076066,-8.4743582,6,1,5.322,39.434,0.078,0.031,20.0
1771793781.643,0,1,,-1967.174,-758.928,2183.683,39.455,94.764,241.520,1.0,63.000,40.2075950,-8.4743779,6,1,5.307,39.455,0.079,0.033,20.0
1771793781.693,0,1,,-1968.844,-760.225,2185.797,39.476,94.769,241.520,1.0,63.050,40.2075833,-8.4743976,6,1,5.292,39.476,0.081,0.034,20.0
1771793781.743,0,1,,-1970.515,-761.522,2187.912,39.497,94.774,241.520,1.0,63.100,40.2075716,-8.4744172,6,1,5.277,39.497,0.082,0.036,20.0
1771793781.793,0,1,,-1972.185,-762.819,2190.027,39.518,94.779,241.520,1.0,63.150,40.2075600,-8.4744369,6,1,5.262,39.518,0.084,0.038,20.0
1771793781.843,0,1,,-1973.855,-764.117,2192.142,39.539,94.784,241.520,1.0,63.200,40.2075483,-8.4744566,6,1,5.247,39.539,0.085,0.040,20.0
1771793781.893,0,1,,-1975.525,-765.414,2194.256,39.560,94.789,241.520,1.0,63.250,40.2075366,-8.4744762,6,1,5.232,39.560,0.086,0.042,20.0
1771793781.943,0,1,,-1977.195,-766.711,2196.371,39.581,94.794,241.520,1.0,63.300,40.2075250,-8.4744959,6,1,5.217,39.581,0.086,0.044,20.0
1771793781.993,0,1,,-1978.866,-768.009,2198.486,39.602,94.799,241.520,1.0,63.350,40.2075133,-8.4745156,6,1,5.202,39.602,0.087,0.047,20.0
1771793782.000,0,1,,-1979.099,-768.190,2198.782,39.605,94.800,240.220,1.0,63.357,40.2075117,-8.4745183,6,1,5.200,39.610,0.087,0.047,20.0
1771793782.043,0,1,,-1980.591,-769.130,2200.545,39.656,94.809,240.220,1.0,63.400,40.2075032,-8.4745359,6,1,5.196,39.656,0.087,0.049,20.0
1771793782.093,0,1,,-1982.324,-770.224,2202.595,39.715,94.819,240.220,1.0,63.450,40.2074934,-8.4745563,6,1,5.191,39.715,0.087,0.052,20.0
1771793782.143,0,1,,-1984.058,-771.317,2204.644,39.774,94.829,240.220,1.0,63.500,40.2074835,-8.4745767,6,1,5.186,39.774,0.087,0.056,20.0
1771793782.193,0,1,,-1985.792,-772.411,2206.694,39.834,94.839,240.220,1.0,63.550,40.2074737,-8.4745971,6,1,5.181,39.834,0.087,0.059,20.0
1771793782.243,0,1,,-1987.526,-773.504,2208.744,39.893,94.849,240.220,1.0,63.600,40.2074639,-8.4746176,6,1,5.176,39.893,0.086,0.062,20.0
1771793782.293,0,1,,-1989.260,-774.598,2210.794,39.952,94.859,240.220,1.0,63.650,40.2074540,-8.4746380,6,1,5.171,39.952,0.085,0.066,20.0
1771793782.343,0,1,,-1990.994,-775.691,2212.844,40.011,94.869,240.220,1.0,63.700,40.2074442,-8.4746584,6,1,5.166,40.011,0.085,0.070,20.0
1771793782.393,0,1,,-1992.728,-776.784,2214.893,40.070,94.879,240.220,1.0,63.750,40.2074344,-8.4746788,6,1,5.161,40.070,0.084,0.074,20.0
1771793782.443,0,1,,-1994.461,-777.878,2216.943,40.130,94.889,240.220,1.0,63.800,40.2074245,-8.4746992,6,1,5.156,40.130,0.083,0.077,20.0
1771793782.493,0,1,,-1996.195,-778.971,2218.993,40.189,94.899,240.220,1.0,63.850,40.2074147,-8.4747196,6,1,5.151,40.189,0.082,0.081,20.0
1771793782.543,0,1,,-1997.929,-780.065,2221.043,40.248,94.909,240.220,1.0,63.900,40.2074049,-8.4747401,7,1,5.146,40.248,0.081,0.085,20.0
1771793782.593,0,1,,-1999.663,-781.158,2223.093,40.307,94.919,240.220,1.0,63.950,40.2073950,-8.4747605,7,1,5.141,40.307,0.080,0.089,20.0
1771793782.643,0,1,,-2001.397,-782.251,2225.142,40.366,94.929,240.220,1.0,64.000,40.2073852,-8.4747809,7,1,5.136,40.366,0.079,0.092,20.0
1771793782.693,0,1,,-2003.131,-783.345,2227.192,40.426,94.939,240.220,1.0,64.050,40.2073754,-8.4748013,7,1,5.131,40.426,0.078,0.095,20.0
1771793782.743,0,1,,-2004.865,-784.438,2229.242,40.485,94.949,240.220,1.0,64.100,40.2073655,-8.4748217,7,1,5.126,40.485,0.076,0.098,20.0
1771793782.793,0,1,,-2006.598,-785.532,2231.292,40.544,94.959,240.220,1.0,64.150,40.2073557,-8.4748421,7,1,5.121,40.544,0.075,0.100,20.0
1771793782.843,0,1,,-2008.332,-786.625,2233.342,40.603,94.969,240.220,1.0,64.200,40.2073459,-8.4748626,7,1,5.116,40.603,0.073,0.102,20.0
1771793782.893,0,1,,-2010.066,-787.719,2235.391,40.662,94.979,240.220,1.0,64.250,40.2073360,-8.4748830,7,1,5.111,40.662,0.071,0.102,20.0
1771793782.943,0,1,,-2011.800,-788.812,2237.441,40.722,94.989,240.220,1.0,64.300,40.2073262,-8.4749034,7,1,5.106,40.722,0.069,0.102,20.0
1771793782.993,0,1,,-2013.534,-789.905,2239.491,40.781,94.999,240.220,1.0,64.350,40.2073164,-8.4749238,7,1,5.101,40.781,0.067,0.101,20.0
1771793783.000,0,1,,-2013.777,-790.058,2239.778,40.789,95.000,239.230,1.0,64.357,40.2073150,-8.4749267,7,1,5.100,40.779,0.066,0.100,20.0
1771793783.043,0,1,,-2015.256,-790.999,2241.531,40.771,95.009,239.230,1.0,64.400,40.2073065,-8.4749441,7,1,5.100,40.771,0.064,0.098,20.0
1771793783.093,0,1,,-2016.975,-792.092,2243.568,40.750,95.019,239.230,1.0,64.450,40.2072967,-8.4749643,7,1,5.100,40.750,0.061,0.094,20.0
1771793783.143,0,1,,-2018.695,-793.186,2245.606,40.729,95.029,239.230,1.0,64.500,40.2072869,-8.4749846,7,1,5.100,40.729,0.058,0.090,20.0
1771793783.193,0,1,,-2020.415,-794.279,2247.644,40.708,95.039,239.230,1.0,64.550,40.2072770,-8.4750048,7,1,5.100,40.708,0.054,0.084,20.0
1771793783.243,0,1,,-2022.134,-795.372,2249.682,40.687,95.049,239.230,1.0,64.600,40.2072672,-8.4750251,7,1,5.100,40.687,0.051,0.078,20.0
1771793783.293,0,1,,-2023.854,-796.466,2251.720,40.666,95.059,239.230,1.0,64.650,40.2072574,-8.4750453,7,1,5.100,40.666,0.047,0.071,20.0
1771793783.343,0,1,,-2025.574,-797.559,2253.757,40.645,95.069,239.230,1.0,64.700,40.2072475,-8.4750656,7,1,5.100,40.645,0.043,0.064,20.0
1771793783.393,0,1,,-2027.294,-798.653,2255.795,40.624,95.079,239.230,1.0,64.750,40.2072377,-8.4750858,7,1,5.100,40.624,0.039,0.056,20.0
1771793783.443,0,1,,-2029.013,-799.746,2257.833,40.602,95.089,239.230,1.0,64.800,40.2072279,-8.4751061,7,1,5.100,40.602,0.035,0.048,20.0
1771793783.493,0,1,,-2030.733,-800.840,2259.871,40.581,95.099,239.230,1.0,64.850,40.2072180,-8.4751263,7,1,5.100,40.581,0.031,0.040,20.0
1771793783.543,0,1,,-2032.453,-801.933,2261.909,40.560,95.109,239.230,1.0,64.900,40.2072082,-8.4751466,6,1,5.100,40.560,0.027,0.032,20.0
1771793783.593,0,1,,-2034.172,-803.026,2263.946,40.539,95.119,239.230,1.0,64.950,40.2071984,-8.4751668,6,1,5.100,40.539,0.023,0.024,20.0
1771793783.643,0,1,,-2035.892,-804.120,2265.984,40.518,95.129,239.230,1.0,65.000,40.2071885,-8.4751871,6,1,5.100,40.518,0.018,0.016,20.0
1771793783.693,0,1,,-2037.612,-805.213,2268.022,40.497,95.139,239.230,1.0,65.050,40.2071787,-8.4752073,6,1,5.100,40.497,0.014,0.008,20.0
1771793783.743,0,1,,-2039.331,-806.307,2270.060,40.476,95.149,239.230,1.0,65.100,40.2071689,-8.4752276,6,1,5.100,40.476,0.011,0.001,20.0
1771793783.793,0,1,,-2041.051,-807.400,2272.098,40.455,95.159,239.230,1.0,65.150,40.2071590,-8.4752478,6,1,5.100,40.455,0.007,-0.006,20.0
1771793783.843,0,1,,-2042.771,-808.493,2274.135,40.434,95.169,239.230,1.0,65.200,40.2071492,-8.4752681,6,1,5.100,40.434,0.003,-0.013,20.0
1771793783.893,0,1,,-2044.491,-809.587,2276.173,40.413,95.179,239.230,1.0,65.250,40.2071394,-8.4752883,6,1,5.100,40.413,-0.000,-0.019,20.0
1771793783.943,0,1,,-2046.210,-810.680,2278.211,40.392,95.189,239.230,1.0,65.300,40.2071295,-8.4753086,6,1,5.100,40.392,-0.003,-0.025,20.0
1771793783.993,0,1,,-2047.930,-811.774,2280.249,40.371,95.199,239.230,1.0,65.350,40.2071197,-8.4753288,6,1,5.100,40.371,-0.006,-0.030,20.0
1771793784.000,0,1,,-2048.171,-811.927,2280.534,40.368,95.200,239.390,1.0,65.357,40.2071183,-8.4753317,6,1,5.100,40.367,-0.006,-0.031,20.0
1771793784.043,0,1,,-2049.698,-812.843,2282.315,40.343,95.213,239.390,1.0,65.400,40.2071101,-8.4753497,6,1,5.091,40.343,-0.009,-0.034,20.0
1771793784.093,0,1,,-2051.475,-813.909,2284.387,40.313,95.228,239.390,1.0,65.450,40.2071005,-8.4753706,6,1,5.081,40.313,-0.011,-0.038,20.0
1771793784.143,0,1,,-2053.251,-814.974,2286.458,40.284,95.243,239.390,1.0,65.500,40.2070909,-8.4753915,6,1,5.071,40.284,-0.013,-0.041,20.0
1771793784.193,0,1,,-2055.027,-816.040,2288.530,40.255,95.258,239.390,1.0,65.550,40.2070813,-8.4754124,6,1,5.061,40.255,-0.015,-0.043,20.0
1771793784.243,0,1,,-2056.804,-817.106,2290.601,40.225,95.273,239.390,1.0,65.600,40.2070718,-8.4754333,6,1,5.051,40.225,-0.017,-0.045,20.0
1771793784.293,0,1,,-2058.580,-818.171,2292.672,40.196,95.288,239.390,1.0,65.650,40.2070622,-8.4754542,6,1,5.041,40.196,-0.018,-0.047,20.0
1771793784.343,0,1,,-2060.356,-819.237,2294.744,40.167,95.303,239.390,1.0,65.700,40.2070526,-8.4754752,6,1,5.031,40.167,-0.019,-0.048,20.0
1771793784.393,0,1,,-2062.133,-820.303,2296.815,40.137,95.318,239.390,1.0,65.750,40.2070430,-8.4754961,6,1,5.021,40.137,-0.021,-0.049,20.0
1771793784.443,0,1,,-2063.909,-821.368,2298.887,40.108,95.333,239.390,1.0,65.800,40.2070334,-8.4755170,6,1,5.011,40.108,-0.022,-0.050,20.0
1771793784.493,0,1,,-2065.685,-822.434,2300.958,40.079,95.348,239.390,1.0,65.850,40.2070238,-8.4755379,6,1,5.001,40.079,-0.023,-0.051,20.0
1771793784.543,0,1,,-2067.462,-823.499,2303.029,40.049,95.363,239.390,1.0,65.900,40.2070143,-8.4755588,7,1,4.991,40.049,-0.024,-0.052,20.0
1771793784.593,0,1,,-2069.238,-824.565,2305.101,40.020,95.378,239.390,1.0,65.950,40.2070047,-8.4755797,7,1,4.981,40.020,-0.026,-0.053,20.0
