This file is created using RaceChrono v9.1.3 ( http://racechrono.com/ ).
Format,2,"Format 1 = static columns","Format 2 = new format with dynamic columns; only channel header string is fixed, number of columns and channels' column numbers are variable."
Session title,"Novo circuito (1)"
Session type,Lap timing
Track name,"Novo circuito (1)"
Driver name,
Export scope,Session start
Created,22/02/2026,20:55
Note,

Time (s),Session fragment #,Lap #,Trap name,X-position (m),Y-position (m),Distance (m),Speed (m/s),Altitude (m),Bearing (deg),Device update rate (Hz),Elapsed time (s),Latitude (deg),Longitude (deg),Satellites (sats),Fix type,Accuracy (m),Speed (m/s) *calc,Lateral acceleration (G) *calc,Longitudinal acceleration (G) *calc,Device update rate (Hz) *calc
1771793718.693,0,,,-0.000,-0.000,1.084,8.138,19.715,271.780,,0.050,40.2144202,-8.4512119,4,1,8.365,8.138,,,20.0
1771793718.743,0,,,-1.012,0.389,2.168,8.261,20.630,271.780,,0.100,40.2144237,-8.4512238,4,1,8.330,8.261,,,20.0
1771793718.793,0,,,-2.024,0.778,3.252,8.385,21.545,271.780,,0.150,40.2144272,-8.4512358,4,1,8.295,8.385,,,20.0
1771793718.843,0,,,-3.036,1.168,4.337,8.508,22.460,271.780,,0.200,40.2144307,-8.4512477,4,1,8.260,8.508,,,20.0
1771793718.893,0,,,-4.047,1.557,5.421,8.632,23.375,271.780,,0.250,40.2144342,-8.4512596,4,1,8.225,8.632,,,20.0
1771793718.943,0,,,-5.059,1.946,6.505,8.755,24.290,271.780,,0.300,40.2144377,-8.4512715,4,1,8.190,8.755,,,20.0
1771793718.993,0,,,-6.071,2.335,7.589,8.879,25.205,271.780,,0.350,40.2144412,-8.4512834,4,1,8.155,8.879,,,20.0
1771793719.043,0,,,-7.083,2.724,8.673,9.002,26.120,271.780,,0.400,40.2144447,-8.4512953,4,1,8.120,9.002,,,20.0
1771793719.093,0,,,-8.095,3.113,9.757,9.126,27.035,271.780,,0.450,40.2144482,-8.4513073,4,1,8.085,9.126,0.101,0.252,20.0
1771793719.143,0,,,-9.107,3.503,10.842,9.250,27.950,271.780,,0.500,40.2144517,-8.4513192,4,1,8.050,9.250,0.100,0.252,20.0
1771793719.193,0,,,-10.119,3.892,11.926,9.373,28.865,271.780,,0.550,40.2144552,-8.4513311,4,1,8.015,9.373,0.099,0.253,20.0
1771793719.243,0,,,-11.131,4.281,13.010,9.497,29.780,271.780,,0.600,40.2144587,-8.4513430,4,1,7.980,9.497,0.098,0.253,20.0
1771793719.293,0,,,-12.142,4.670,14.094,9.620,30.695,271.780,,0.650,40.2144622,-8.4513549,4,1,7.945,9.620,0.098,0.253,20.0
1771793719.343,0,,,-13.154,5.059,15.178,9.744,31.610,271.780,,0.700,40.2144657,-8.4513668,4,1,7.910,9.744,0.097,0.253,20.0
1771793719.393,0,,,-14.166,5.449,16.262,9.867,32.525,271.780,,0.750,40.2144692,-8.4513788,4,1,7.875,9.867,0.096,0.253,20.0
1771793719.443,0,,,-15.178,5.838,17.346,9.991,33.440,271.780,,0.800,40.2144727,-8.4513907,4,1,7.840,9.991,0.096,0.254,20.0
1771793719.493,0,,,-16.190,6.227,18.431,10.114,34.355,271.780,,0.850,40.2144762,-8.4514026,4,1,7.805,10.114,0.095,0.254,20.0
1771793719.543,0,,,-17.202,6.616,19.515,10.238,35.270,271.780,,0.900,40.2144797,-8.4514145,4,1,7.770,10.238,0.094,0.254,20.0
1771793719.593,0,,,-18.214,7.005,20.599,10.361,36.185,271.780,,0.950,40.2144832,-8.4514264,4,1,7.735,10.361,0.093,0.254,20.0
1771793719.643,0,,,-19.226,7.394,21.683,10.485,37.100,266.380,1.0,1.000,40.2144867,-8.4514383,4,1,7.700,10.485,0.092,0.255,20.0
1771793719.693,0,,,-20.487,8.241,23.203,10.620,38.426,266.380,1.0,1.050,40.2144943,-8.4514532,4,1,7.656,10.620,0.091,0.255,20.0
1771793719.743,0,,,-21.749,9.088,24.722,10.756,39.753,266.380,1.0,1.100,40.2145019,-8.4514681,4,1,7.612,10.756,0.090,0.255,20.0
1771793719.793,0,,,-23.011,9.935,26.242,10.891,41.079,266.380,1.0,1.150,40.2145095,-8.4514829,4,1,7.567,10.891,0.088,0.256,20.0
1771793719.843,0,,,-24.273,10.781,27.762,11.026,42.406,266.380,1.0,1.200,40.2145171,-8.4514978,4,1,7.523,11.026,0.086,0.256,20.0
1771793719.893,0,,,-25.535,11.628,29.281,11.161,43.732,266.380,1.0,1.250,40.2145247,-8.4515126,4,1,7.479,11.161,0.084,0.257,20.0
1771793719.943,0,,,-26.797,12.475,30.801,11.297,45.059,266.380,0.9,1.300,40.2145324,-8.4515275,4,1,7.435,11.297,0.082,0.258,20.0
1771793719.993,0,,,-28.059,13.322,32.320,11.432,46.385,266.380,0.9,1.350,40.2145400,-8.4515424,5,1,7.390,11.432,0.080,0.258,20.0
1771793720.043,0,,,-29.321,14.168,33.840,11.567,47.712,266.380,0.9,1.400,40.2145476,-8.4515572,5,1,7.346,11.567,0.078,0.259,20.0
1771793720.093,0,,,-30.583,15.015,35.360,11.703,49.038,266.380,0.9,1.450,40.2145552,-8.4515721,5,1,7.302,11.703,0.075,0.260,20.0
1771793720.143,0,,,-31.844,15.862,36.879,11.838,50.365,266.380,0.9,1.500,40.2145628,-8.4515869,5,1,7.258,11.838,0.072,0.261,20.0
1771793720.193,0,,,-33.106,16.709,38.399,11.973,51.691,266.380,0.9,1.550,40.2145704,-8.4516018,5,1,7.214,11.973,0.070,0.262,20.0
1771793720.243,0,,,-34.368,17.555,39.919,12.109,53.017,266.380,0.9,1.600,40.2145780,-8.4516167,5,1,7.169,12.109,0.067,0.263,20.0
1771793720.293,0,,,-35.630,18.402,41.438,12.244,54.344,266.380,0.9,1.650,40.2145857,-8.4516315,5,1,7.125,12.244,0.064,0.263,20.0
1771793720.343,0,,,-36.892,19.249,42.958,12.379,55.670,266.380,0.9,1.700,40.2145933,-8.4516464,5,1,7.081,12.379,0.061,0.264,20.0
1771793720.393,0,,,-38.154,20.095,44.478,12.514,56.997,266.380,0.9,1.750,40.2146009,-8.4516613,5,1,7.037,12.514,0.059,0.265,20.0
1771793720.443,0,,,-39.416,20.942,45.997,12.650,58.323,266.380,0.8,1.800,40.2146085,-8.4516761,5,1,6.993,12.650,0.056,0.266,20.0
1771793720.493,0,,,-40.678,21.789,47.517,12.785,59.650,266.380,0.8,1.850,40.2146161,-8.4516910,5,1,6.948,12.785,0.053,0.267,20.0
1771793720.543,0,,,-41.940,22.636,49.037,12.920,60.976,266.380,0.8,1.900,40.2146237,-8.4517058,5,1,6.904,12.920,0.050,0.268,20.0
1771793720.593,0,,,-43.202,23.482,50.556,13.056,62.303,266.380,0.8,1.950,40.2146313,-8.4517207,5,1,6.860,13.056,0.047,0.269,20.0
1771793720.643,0,,,-44.463,24.329,52.076,13.191,63.629,266.380,0.8,2.000,40.2146390,-8.4517356,5,1,6.816,13.191,0.045,0.269,20.0
1771793720.693,0,,,-45.725,25.176,53.595,13.326,64.956,266.380,0.8,2.050,40.2146466,-8.4517504,6,1,6.771,13.326,0.042,0.270,20.0
1771793720.743,0,,,-46.987,26.023,55.115,13.462,66.282,266.380,0.8,2.100,40.2146542,-8.4517653,6,1,6.727,13.462,0.040,0.271,20.0
1771793720.793,0,,,-48.249,26.869,56.635,13.597,67.608,266.380,0.8,2.150,40.2146618,-8.4517801,6,1,6.683,13.597,0.038,0.272,20.0
1771793720.843,0,,,-49.511,27.716,58.154,13.732,68.935,266.380,0.8,2.200,40.2146694,-8.4517950,6,1,6.639,13.732,0.036,0.272,20.0
1771793720.893,0,,,-50.773,28.563,59.674,13.867,70.261,266.380,0.8,2.250,40.2146770,-8.4518099,6,1,6.595,13.867,0.034,0.272,20.0
1771793720.943,0,,,-52.035,29.409,61.194,14.003,71.588,266.380,0.7,2.300,40.2146847,-8.4518247,6,1,6.550,14.003,0.033,0.273,20.0
1771793720.993,0,,,-53.297,30.256,62.713,14.138,72.914,266.380,0.7,2.350,40.2146923,-8.4518396,6,1,6.506,14.138,0.032,0.273,20.0
1771793721.000,0,,,-53.473,30.375,62.926,14.157,73.100,265.070,0.7,2.357,40.2146933,-8.4518417,6,1,6.500,14.156,0.032,0.273,20.0
1771793721.043,0,,,-54.520,30.327,63.974,14.264,73.375,265.070,0.8,2.400,40.2146929,-8.4518540,6,1,6.461,14.264,0.031,0.272,20.0
1771793721.093,0,,,-55.737,30.271,65.192,14.388,73.695,265.070,0.8,2.450,40.2146924,-8.4518683,6,1,6.416,14.388,0.031,0.272,20.0
1771793721.143,0,,,-56.954,30.216,66.410,14.513,74.015,265.070,0.8,2.500,40.2146919,-8.4518827,6,1,6.371,14.513,0.031,0.272,20.0
1771793721.193,0,,,-58.171,30.160,67.629,14.637,74.335,265.070,0.8,2.550,40.2146914,-8.4518970,6,1,6.326,14.637,0.032,0.271,20.0
1771793721.243,0,,,-59.388,30.105,68.847,14.762,74.655,265.070,0.8,2.600,40.2146909,-8.4519113,6,1,6.281,14.762,0.032,0.270,20.0
1771793721.293,0,,,-60.605,30.049,70.066,14.886,74.975,265.070,0.8,2.650,40.2146904,-8.4519257,6,1,6.236,14.886,0.033,0.269,20.0
1771793721.343,0,,,-61.822,29.993,71.284,15.010,75.295,265.070,0.8,2.700,40.2146899,-8.4519400,6,1,6.191,15.010,0.035,0.268,20.0
1771793721.393,0,,,-63.040,29.938,72.502,15.135,75.615,265.070,0.9,2.750,40.2146894,-8.4519543,6,1,6.146,15.135,0.036,0.267,20.0
1771793721.443,0,,,-64.257,29.882,73.721,15.259,75.935,265.070,0.9,2.800,40.2146889,-8.4519687,6,1,6.101,15.259,0.037,0.266,20.0
1771793721.493,0,,,-65.474,29.827,74.939,15.384,76.255,265.070,0.9,2.850,40.2146884,-8.4519830,6,1,6.056,15.384,0.038,0.266,20.0
1771793721.543,0,,,-66.691,29.771,76.157,15.508,76.575,265.070,0.9,2.900,40.2146879,-8.4519973,7,1,6.011,15.508,0.039,0.266,20.0
1771793721.593,0,,,-67.908,29.715,77.376,15.632,76.895,265.070,0.9,2.950,40.2146874,-8.4520117,7,1,5.966,15.632,0.040,0.268,20.0
1771793721.643,0,,,-69.125,29.660,78.594,15.757,77.215,265.070,0.9,3.000,40.2146869,-8.4520260,7,1,5.921,15.757,0.040,0.273,20.0
1771793721.693,0,,,-70.342,29.604,79.812,15.881,77.535,265.070,1.0,3.050,40.2146864,-8.4520403,7,1,5.876,15.881,0.040,0.283,20.0
1771793721.743,0,,,-71.559,29.549,81.031,16.006,77.855,265.070,1.0,3.100,40.2146859,-8.4520547,7,1,5.831,16.006,0.038,0.298,20.0
1771793721.793,0,,,-72.776,29.493,82.249,16.130,78.175,265.070,1.0,3.150,40.2146854,-8.4520690,7,1,5.786,16.130,0.034,0.322,20.0
1771793721.843,0,,,-73.993,29.437,83.467,16.254,78.495,265.070,1.0,3.200,40.2146849,-8.4520833,7,1,5.741,16.254,0.028,0.356,20.0
1771793721.893,0,,,-75.210,29.382,84.686,16.379,78.815,265.070,1.0,3.250,40.2146844,-8.4520977,7,1,5.696,16.379,0.019,0.403,20.0
1771793721.943,0,,,-76.427,29.326,85.904,16.503,79.135,265.070,1.0,3.300,40.2146839,-8.4521120,7,1,5.651,16.503,0.008,0.464,20.0
1771793721.993,0,,,-77.644,29.271,87.122,16.628,79.455,265.070,1.0,3.350,40.2146834,-8.4521263,7,1,5.606,16.628,-0.007,0.540,20.0
1771793722.000,0,,,-77.815,29.263,87.293,16.645,79.500,263.280,1.1,3.357,40.2146833,-8.4521283,7,1,5.600,16.749,-0.010,0.553,20.0
1771793722.043,0,,,-81.125,29.550,90.616,17.498,79.001,263.280,1.1,3.400,40.2146859,-8.4521673,7,1,5.540,17.498,-0.025,0.631,20.0
1771793722.093,0,,,-84.975,29.883,94.479,18.490,78.421,263.280,1.1,3.450,40.2146889,-8.4522127,7,1,5.470,18.490,-0.046,0.734,20.0
1771793722.143,0,,,-88.824,30.217,98.343,19.482,77.841,263.280,1.1,3.500,40.2146919,-8.4522580,8,1,5.400,19.482,-0.069,0.847,20.0
1771793722.193,0,,,-92.673,30.550,102.207,20.474,77.261,263.280,1.2,3.550,40.2146949,-8.4523033,8,1,5.330,20.474,-0.093,0.964,20.0
1771793722.243,0,,,-96.523,30.884,106.071,21.466,76.681,263.280,1.2,3.600,40.2146979,-8.4523487,8,1,5.260,21.466,-0.117,1.080,20.0
1771793722.293,0,,,-100.372,31.218,109.934,22.458,76.101,263.280,1.2,3.650,40.2147009,-8.4523940,8,1,5.190,22.458,-0.140,1.188,20.0
1771793722.343,0,,,-104.221,31.551,113.798,23.450,75.521,263.280,1.3,3.700,40.2147039,-8.4524393,8,1,5.120,23.450,-0.162,1.282,20.0
1771793722.393,0,,,-108.071,31.885,117.662,24.442,74.941,263.280,1.3,3.750,40.2147069,-8.4524847,9,1,5.050,24.442,-0.179,1.355,20.0
1771793722.443,0,,,-111.920,32.218,121.525,25.434,74.361,263.280,1.3,3.800,40.2147099,-8.4525300,9,1,4.980,25.434,-0.193,1.402,20.0
1771793722.493,0,,,-115.769,32.552,125.389,26.426,73.781,263.280,1.4,3.850,40.2147129,-8.4525753,9,1,4.910,26.426,-0.201,1.419,20.0
1771793722.500,0,,,-116.308,32.599,125.930,26.565,73.700,266.510,1.4,3.857,40.2147133,-8.4525817,9,1,4.900,26.457,-0.201,1.417,20.0
1771793722.543,0,,,-118.049,33.459,127.872,26.648,73.700,266.510,1.4,3.900,40.2147211,-8.4526022,9,1,4.857,26.648,-0.204,1.405,20.0
1771793722.593,0,,,-120.072,34.460,130.129,26.744,73.700,266.510,1.5,3.950,40.2147301,-8.4526260,9,1,4.807,26.744,-0.201,1.360,20.0
1771793722.643,0,,,-122.096,35.461,132.387,26.841,73.700,266.510,1.5,4.000,40.2147391,-8.4526498,9,1,4.757,26.841,-0.194,1.288,20.0
1771793722.693,0,,,-124.120,36.462,134.645,26.937,73.700,266.510,1.6,4.050,40.2147481,-8.4526737,9,1,4.707,26.937,-0.183,1.194,20.0
1771793722.743,0,,,-126.144,37.462,136.902,27.034,73.700,266.510,1.6,4.100,40.2147571,-8.4526975,9,1,4.657,27.034,-0.169,1.083,20.0
1771793722.793,0,,,-128.167,38.463,139.160,27.130,73.700,266.510,1.7,4.150,40.2147661,-8.4527213,10,1,4.607,27.130,-0.153,0.962,20.0
1771793722.843,0,,,-130.191,39.464,141.418,27.226,73.700,266.510,1.7,4.200,40.2147751,-8.4527452,10,1,4.557,27.226,-0.136,0.838,20.0
1771793722.893,0,,,-132.215,40.465,143.676,27.323,73.700,266.510,1.8,4.250,40.2147841,-8.4527690,10,1,4.507,27.323,-0.118,0.717,20.0
1771793722.943,0,,,-134.238,41.465,145.933,27.419,73.700,266.510,1.9,4.300,40.2147931,-8.4527928,10,1,4.457,27.419,-0.102,0.604,20.0
1771793722.993,0,,,-136.262,42.466,148.191,27.516,73.700,266.510,1.9,4.350,40.2148021,-8.4528167,10,1,4.407,27.516,-0.087,0.503,20.0
1771793723.000,0,,,-136.545,42.606,148.507,27.529,73.700,266.980,1.9,4.357,40.2148033,-8.4528200,10,1,4.400,27.524,-0.085,0.491,20.0
1771793723.043,0,,,-137.860,42.638,149.822,27.579,74.044,266.980,1.9,4.400,40.2148036,-8.4528355,10,1,4.383,27.579,-0.074,0.415,20.0
1771793723.093,0,,,-139.388,42.675,151.351,27.638,74.444,266.980,1.9,4.450,40.2148040,-8.4528535,10,1,4.363,27.638,-0.063,0.342,20.0
1771793723.143,0,,,-140.917,42.712,152.879,27.696,74.844,266.980,1.9,4.500,40.2148043,-8.4528715,10,1,4.343,27.696,-0.054,0.284,20.0
1771793723.193,0,,,-142.445,42.749,154.408,27.755,75.244,266.980,1.9,4.550,40.2148046,-8.4528895,10,1,4.323,27.755,-0.046,0.238,20.0
1771793723.243,0,,,-143.974,42.786,155.937,27.813,75.644,266.980,2.0,4.600,40.2148050,-8.4529075,10,1,4.303,27.813,-0.040,0.204,20.0
1771793723.293,0,,,-145.502,42.823,157.466,27.872,76.044,266.980,2.0,4.650,40.2148053,-8.4529255,10,1,4.283,27.872,-0.036,0.179,20.0
1771793723.343,0,,,-147.030,42.860,158.995,27.930,76.444,266.980,2.0,4.700,40.2148056,-8.4529435,10,1,4.263,27.930,-0.032,0.160,20.0
1771793723.393,0,,,-148.559,42.898,160.523,27.989,76.844,266.980,2.0,4.750,40.2148060,-8.4529615,10,1,4.243,27.989,-0.029,0.146,20.0
1771793723.443,0,,,-150.087,42.935,162.052,28.047,77.244,266.980,2.0,4.800,40.2148063,-8.4529795,10,1,4.223,28.047,-0.027,0.136,20.0
1771793723.493,0,,,-151.616,42.972,163.581,28.106,77.644,266.980,2.0,4.850,40.2148066,-8.4529975,10,1,4.203,28.106,-0.025,0.128,20.0
1771793723.500,0,,,-151.830,42.977,163.795,28.114,77.700,267.190,2.0,4.857,40.2148067,-8.4530000,10,1,4.200,28.107,-0.025,0.127,20.0
1771793723.543,0,,,-153.043,42.977,165.008,28.116,77.769,267.190,2.0,4.900,40.2148067,-8.4530143,10,1,4.194,28.116,-0.023,0.121,20.0
1771793723.593,0,,,-154.453,42.977,166.419,28.118,77.849,267.190,1.9,4.950,40.2148067,-8.4530309,10,1,4.188,28.118,-0.022,0.116,20.0
1771793723.643,0,,,-155.864,42.977,167.829,28.121,77.929,267.190,1.9,5.000,40.2148067,-8.4530475,10,1,4.181,28.121,-0.021,0.111,20.0
1771793723.693,0,,,-157.274,42.977,169.240,28.123,78.009,267.190,1.8,5.050,40.2148067,-8.4530641,10,1,4.174,28.123,-0.020,0.106,20.0
1771793723.743,0,,,-158.685,42.977,170.650,28.125,78.089,267.190,1.8,5.100,40.2148067,-8.4530807,10,1,4.168,28.125,-0.019,0.102,20.0
1771793723.793,0,,,-160.095,42.977,172.061,28.128,78.169,267.190,1.7,5.150,40.2148067,-8.4530973,10,1,4.161,28.128,-0.018,0.098,20.0
1771793723.843,0,,,-161.506,42.977,173.471,28.130,78.249,267.190,1.7,5.200,40.2148067,-8.4531140,10,1,4.154,28.130,-0.018,0.093,20.0
1771793723.893,0,,,-162.916,42.977,174.882,28.132,78.329,267.190,1.7,5.250,40.2148067,-8.4531306,10,1,4.148,28.132,-0.017,0.089,20.0
1771793723.943,0,,,-164.326,42.977,176.292,28.135,78.409,267.190,1.6,5.300,40.2148067,-8.4531472,10,1,4.141,28.135,-0.017,0.086,20.0
1771793723.993,0,,,-165.737,42.977,177.703,28.137,78.489,267.190,1.6,5.350,40.2148067,-8.4531638,10,1,4.134,28.137,-0.016,0.082,20.0
1771793724.043,0,,,-167.147,42.977,179.113,28.139,78.569,267.190,1.5,5.400,40.2148067,-8.4531804,10,1,4.128,28.139,-0.016,0.078,20.0
1771793724.093,0,,,-168.558,42.977,180.524,28.142,78.649,267.190,1.5,5.450,40.2148067,-8.4531970,10,1,4.121,28.142,-0.015,0.074,20.0
1771793724.143,0,,,-169.968,42.977,181.934,28.144,78.729,267.190,1.4,5.500,40.2148067,-8.4532136,10,1,4.114,28.144,-0.015,0.070,20.0
1771793724.193,0,,,-171.379,42.977,183.345,28.146,78.809,267.190,1.4,5.550,40.2148067,-8.4532302,10,1,4.108,28.146,-0.014,0.066,20.0
1771793724.243,0,,,-172.789,42.977,184.755,28.149,78.889,267.190,1.3,5.600,40.2148067,-8.4532468,10,1,4.101,28.149,-0.014,0.063,20.0
1771793724.293,0,,,-174.200,42.977,186.166,28.151,78.969,267.190,1.3,5.650,40.2148067,-8.4532635,10,1,4.094,28.151,-0.013,0.059,20.0
1771793724.343,0,,,-175.610,42.977,187.576,28.153,79.049,267.190,1.3,5.700,40.2148067,-8.4532801,10,1,4.088,28.153,-0.013,0.055,20.0
1771793724.393,0,,,-177.021,42.977,188.987,28.156,79.129,267.190,1.2,5.750,40.2148067,-8.4532967,10,1,4.081,28.156,-0.012,0.051,20.0
1771793724.443,0,,,-178.431,42.977,190.397,28.158,79.209,267.190,1.2,5.800,40.2148067,-8.4533133,10,1,4.074,28.158,-0.012,0.047,20.0
1771793724.493,0,,,-179.842,42.977,191.808,28.160,79.289,267.190,1.1,5.850,40.2148067,-8.4533299,10,1,4.068,28.160,-0.011,0.043,20.0
1771793724.543,0,,,-181.252,42.977,193.218,28.163,79.369,267.190,1.1,5.900,40.2148067,-8.4533465,10,1,4.061,28.163,-0.011,0.040,20.0
1771793724.593,0,,,-182.663,42.977,194.629,28.165,79.449,267.190,1.0,5.950,40.2148067,-8.4533631,10,1,4.054,28.165,-0.010,0.036,20.0
1771793724.643,0,,,-184.073,42.977,196.039,28.167,79.529,267.190,1.0,6.000,40.2148067,-8.4533797,10,1,4.048,28.167,-0.010,0.032,20.0
1771793724.693,0,,,-185.484,42.977,197.450,28.170,79.609,267.190,0.9,6.050,40.2148067,-8.4533963,10,1,4.041,28.170,-0.009,0.029,20.0
1771793724.743,0,,,-186.894,42.977,198.860,28.172,79.689,267.190,0.9,6.100,40.2148067,-8.4534130,10,1,4.034,28.172,-0.009,0.026,20.0
1771793724.793,0,,,-188.305,42.977,200.271,28.174,79.769,267.190,0.9,6.150,40.2148067,-8.4534296,10,1,4.028,28.174,-0.009,0.022,20.0
1771793724.843,0,,,-189.715,42.977,201.681,28.177,79.849,267.190,0.8,6.200,40.2148067,-8.4534462,10,1,4.021,28.177,-0.009,0.020,20.0
1771793724.893,0,,,-191.126,42.977,203.092,28.179,79.929,267.190,0.8,6.250,40.2148067,-8.4534628,10,1,4.014,28.179,-0.008,0.017,20.0
1771793724.943,0,,,-192.536,42.977,204.502,28.181,80.009,267.190,0.7,6.300,40.2148067,-8.4534794,10,1,4.008,28.181,-0.009,0.015,20.0
1771793724.993,0,,,-193.947,42.977,205.913,28.184,80.089,267.190,0.7,6.350,40.2148067,-8.4534960,10,1,4.001,28.184,-0.009,0.014,20.0
1771793725.000,0,,,-194.144,42.977,206.110,28.184,80.100,267.370,0.7,6.357,40.2148067,-8.4534983,10,1,4.000,28.186,-0.009,0.014,20.0
1771793725.000,0,1,Novo marco,-194.144,42.977,206.110,28.184,80.100,267.370,0.7,6.357,40.2148067,-8.4534983,10,1,4.000,28.186,-0.009,0.014,20.0
1771793725.043,0,1,,-195.434,43.064,207.403,28.199,80.220,267.370,0.7,6.400,40.2148075,-8.4535135,10,1,3.996,28.199,-0.009,0.013,20.0
1771793725.093,0,1,,-196.934,43.166,208.907,28.217,80.360,267.370,0.7,6.450,40.2148084,-8.4535312,10,1,3.991,28.217,-0.010,0.013,20.0
1771793725.143,0,1,,-198.434,43.268,210.410,28.235,80.500,267.370,0.7,6.500,40.2148093,-8.4535489,10,1,3.986,28.235,-0.010,0.013,20.0
1771793725.193,0,1,,-199.934,43.370,211.914,28.253,80.640,267.370,0.7,6.550,40.2148102,-8.4535665,10,1,3.981,28.253,-0.011,0.013,20.0
1771793725.243,0,1,,-201.435,43.472,213.417,28.270,80.780,267.370,0.7,6.600,40.2148111,-8.4535842,10,1,3.976,28.270,-0.012,0.014,20.0
1771793725.293,0,1,,-202.935,43.574,214.921,28.288,80.920,267.370,0.8,6.650,40.2148120,-8.4536019,10,1,3.971,28.288,-0.013,0.015,20.0
1771793725.343,0,1,,-204.435,43.676,216.424,28.306,81.060,267.370,0.8,6.700,40.2148130,-8.4536195,10,1,3.966,28.306,-0.014,0.016,20.0
1771793725.393,0,1,,-205.935,43.778,217.928,28.324,81.200,267.370,0.8,6.750,40.2148139,-8.4536372,10,1,3.961,28.324,-0.015,0.017,20.0
1771793725.443,0,1,,-207.435,43.880,219.431,28.341,81.340,267.370,0.8,6.800,40.2148148,-8.4536549,10,1,3.956,28.341,-0.016,0.019,20.0
1771793725.493,0,1,,-208.935,43.982,220.935,28.359,81.480,267.370,0.8,6.850,40.2148157,-8.4536725,10,1,3.951,28.359,-0.017,0.020,20.0
1771793725.543,0,1,,-210.435,44.084,222.439,28.377,81.620,267.370,0.8,6.900,40.2148166,-8.4536902,10,1,3.946,28.377,-0.018,0.022,20.0
1771793725.593,0,1,,-211.935,44.186,223.942,28.395,81.760,267.370,0.9,6.950,40.2148175,-8.4537079,10,1,3.941,28.395,-0.020,0.023,20.0
1771793725.643,0,1,,-213.435,44.288,225.446,28.412,81.900,267.370,0.9,7.000,40.2148185,-8.4537255,10,1,3.936,28.412,-0.021,0.025,20.0
1771793725.693,0,1,,-214.936,44.390,226.949,28.430,82.040,267.370,0.9,7.050,40.2148194,-8.4537432,10,1,3.931,28.430,-0.022,0.027,20.0
1771793725.743,0,1,,-216.436,44.491,228.453,28.448,82.180,267.370,0.9,7.100,40.2148203,-8.4537609,10,1,3.926,28.448,-0.022,0.028,20.0
1771793725.793,0,1,,-217.936,44.593,229.956,28.466,82.320,267.370,0.9,7.150,40.2148212,-8.4537785,10,1,3.921,28.466,-0.023,0.030,20.0
1771793725.843,0,1,,-219.436,44.695,231.460,28.483,82.460,267.370,0.9,7.200,40.2148221,-8.4537962,10,1,3.916,28.483,-0.024,0.031,20.0
1771793725.893,0,1,,-220.936,44.797,232.963,28.501,82.600,267.370,1.0,7.250,40.2148230,-8.4538139,10,1,3.911,28.501,-0.024,0.033,20.0
1771793725.943,0,1,,-222.436,44.899,234.467,28.519,82.740,267.370,1.0,7.300,40.2148240,-8.4538315,10,1,3.906,28.519,-0.024,0.034,20.0
1771793725.993,0,1,,-223.936,45.001,235.971,28.537,82.880,267.370,1.0,7.350,40.2148249,-8.4538492,10,1,3.901,28.537,-0.024,0.036,20.0
1771793726.000,0,1,,-224.146,45.015,236.181,28.539,82.900,267.940,1.0,7.357,40.2148250,-8.4538517,10,1,3.900,28.541,-0.024,0.036,20.0
1771793726.043,0,1,,-225.497,45.007,237.532,28.567,83.012,267.940,1.0,7.400,40.2148249,-8.4538676,10,1,3.900,28.567,-0.024,0.037,20.0
1771793726.093,0,1,,-227.068,44.998,239.103,28.600,83.142,267.940,1.0,7.450,40.2148248,-8.4538861,10,1,3.900,28.600,-0.023,0.039,20.0
1771793726.143,0,1,,-228.639,44.989,240.674,28.633,83.272,267.940,1.0,7.500,40.2148248,-8.4539046,10,1,3.900,28.633,-0.023,0.041,20.0
1771793726.193,0,1,,-230.210,44.980,242.245,28.666,83.402,267.940,1.0,7.550,40.2148247,-8.4539231,11,1,3.900,28.666,-0.022,0.042,20.0
1771793726.243,0,1,,-231.781,44.970,243.816,28.699,83.532,267.940,1.0,7.600,40.2148246,-8.4539416,11,1,3.900,28.699,-0.020,0.044,20.0
1771793726.293,0,1,,-233.352,44.961,245.386,28.732,83.662,267.940,1.0,7.650,40.2148245,-8.4539601,11,1,3.900,28.732,-0.019,0.045,20.0
1771793726.343,0,1,,-234.922,44.952,246.957,28.764,83.792,267.940,1.0,7.700,40.2148244,-8.4539786,11,1,3.900,28.764,-0.018,0.047,20.0
1771793726.393,0,1,,-236.493,44.943,248.528,28.797,83.922,267.940,1.0,7.750,40.2148243,-8.4539971,11,1,3.900,28.797,-0.016,0.048,20.0
1771793726.443,0,1,,-238.064,44.933,250.099,28.830,84.052,267.940,1.0,7.800,40.2148243,-8.4540156,11,1,3.900,28.830,-0.015,0.050,20.0
1771793726.493,0,1,,-239.635,44.924,251.670,28.863,84.182,267.940,1.0,7.850,40.2148242,-8.4540341,11,1,3.900,28.863,-0.013,0.051,20.0
1771793726.543,0,1,,-241.206,44.915,253.241,28.896,84.312,267.940,1.0,7.900,40.2148241,-8.4540526,12,1,3.900,28.896,-0.012,0.053,20.0
1771793726.593,0,1,,-242.777,44.906,254.812,28.929,84.442,267.940,1.0,7.950,40.2148240,-8.4540711,12,1,3.900,28.929,-0.010,0.054,20.0
1771793726.643,0,1,,-244.348,44.896,256.383,28.961,84.572,267.940,1.0,8.000,40.2148239,-8.4540896,12,1,3.900,28.961,-0.008,0.056,20.0
