This file is created using RaceChrono v9.1.3 ( http://racechrono.com/ ).
Format,2,"Format 1 = static columns","Format 2 = new format with dynamic columns; only channel header string is fixed, number of columns and channels' column numbers are variable."
Session title,"Novo circuito"
Session type,Lap timing
Track name,"Novo circuito"
Driver name,
Export scope,Session start
Created,22/02/2026,20:10
Note,

Time (s),Session fragment #,Lap #,Trap name,X-position (m),Y-position (m),Distance (m),Speed (m/s),Altitude (m),Bearing (deg),Device update rate (Hz),Elapsed time (s),Latitude (deg),Longitude (deg),Satellites (sats),Fix type,Accuracy (m),Speed (m/s) *calc,Lateral acceleration (G) *calc,Longitudinal acceleration (G) *calc,Device update rate (Hz) *calc
1771791123.740,0,1,,-1495.697,452.750,1594.806,31.048,177.926,281.480,1.0,75.350,40.4019156,-8.1986444,18,1,3.274,31.048,-0.266,-0.013,20.0
1771791123.790,0,1,,-1497.172,453.343,1596.396,31.042,177.921,281.480,1.0,75.400,40.4019209,-8.1986619,18,1,3.279,31.042,-0.268,-0.013,20.0
1771791123.840,0,1,,-1498.647,453.936,1597.985,31.036,177.916,281.480,1.0,75.450,40.4019263,-8.1986793,18,1,3.284,31.036,-0.270,-0.013,20.0
1771791123.890,0,1,,-1500.121,454.529,1599.575,31.029,177.911,281.480,1.0,75.500,40.4019316,-8.1986967,18,1,3.289,31.029,-0.272,-0.013,20.0
1771791123.940,0,1,,-1501.596,455.122,1601.165,31.023,177.906,281.480,1.0,75.550,40.4019369,-8.1987141,18,1,3.294,31.023,-0.273,-0.014,20.0
1771791123.990,0,1,,-1503.071,455.715,1602.754,31.017,177.901,281.480,1.0,75.600,40.4019423,-8.1987315,18,1,3.299,31.017,-0.274,-0.014,20.0
1771791124.000,0,1,,-1503.366,455.834,1603.072,31.016,177.900,286.510,1.0,75.610,40.4019433,-8.1987350,18,1,3.300,31.015,-0.275,-0.014,20.0
1771791124.040,0,1,,-1504.506,456.419,1604.354,31.005,177.904,286.510,1.0,75.650,40.4019486,-8.1987485,18,1,3.304,31.005,-0.275,-0.014,20.0
1771791124.090,0,1,,-1505.931,457.151,1605.956,30.991,177.909,286.510,1.0,75.700,40.4019552,-8.1987653,18,1,3.309,30.991,-0.276,-0.015,20.0
1771791124.140,0,1,,-1507.357,457.883,1607.559,30.977,177.914,286.510,1.0,75.750,40.4019618,-8.1987821,18,1,3.314,30.977,-0.277,-0.015,20.0
1771791124.190,0,1,,-1508.782,458.615,1609.161,30.963,177.919,286.510,1.0,75.800,40.4019684,-8.1987990,18,1,3.319,30.963,-0.278,-0.016,20.0
1771791124.240,0,1,,-1510.208,459.347,1610.764,30.949,177.924,286.510,1.0,75.850,40.4019749,-8.1988158,18,1,3.324,30.949,-0.278,-0.016,20.0
1771791124.290,0,1,,-1511.633,460.079,1612.366,30.935,177.929,286.510,1.0,75.900,40.4019815,-8.1988326,18,1,3.329,30.935,-0.279,-0.017,20.0
1771791124.340,0,1,,-1513.058,460.811,1613.968,30.921,177.934,286.510,1.0,75.950,40.4019881,-8.1988495,18,1,3.334,30.921,-0.279,-0.018,20.0
1771791124.390,0,1,,-1514.484,461.543,1615.571,30.908,177.939,286.510,1.0,76.000,40.4019947,-8.1988663,18,1,3.339,30.908,-0.279,-0.019,20.0
1771791124.440,0,1,,-1515.909,462.275,1617.173,30.894,177.944,286.510,1.0,76.050,40.4020013,-8.1988831,18,1,3.344,30.894,-0.280,-0.019,20.0
1771791124.490,0,1,,-1517.334,463.008,1618.776,30.880,177.949,286.510,1.0,76.100,40.4020079,-8.1989000,18,1,3.349,30.880,-0.280,-0.020,20.0
1771791124.540,0,1,,-1518.760,463.740,1620.378,30.866,177.954,286.510,1.0,76.150,40.4020144,-8.1989168,17,1,3.354,30.866,-0.280,-0.021,20.0
1771791124.590,0,1,,-1520.185,464.472,1621.980,30.852,177.959,286.510,1.0,76.200,40.4020210,-8.1989336,17,1,3.359,30.852,-0.280,-0.022,20.0
1771791124.640,0,1,,-1521.610,465.204,1623.583,30.838,177.964,286.510,1.0,76.250,40.4020276,-8.1989505,17,1,3.364,30.838,-0.280,-0.022,20.0
1771791124.690,0,1,,-1523.036,465.936,1625.185,30.824,177.969,286.510,1.0,76.300,40.4020342,-8.1989673,17,1,3.369,30.824,-0.280,-0.023,20.0
1771791124.740,0,1,,-1524.461,466.668,1626.788,30.810,177.974,286.510,1.0,76.350,40.4020408,-8.1989841,17,1,3.374,30.810,-0.280,-0.023,20.0
1771791124.790,0,1,,-1525.886,467.400,1628.390,30.796,177.979,286.510,1.0,76.400,40.4020474,-8.1990010,17,1,3.379,30.796,-0.280,-0.023,20.0
1771791124.840,0,1,,-1527.312,468.132,1629.992,30.782,177.984,286.510,1.0,76.450,40.4020539,-8.1990178,17,1,3.384,30.782,-0.279,-0.022,20.0
1771791124.890,0,1,,-1528.737,468.864,1631.595,30.769,177.989,286.510,1.0,76.500,40.4020605,-8.1990346,17,1,3.389,30.769,-0.278,-0.021,20.0
1771791124.940,0,1,,-1530.163,469.596,1633.197,30.755,177.994,286.510,1.0,76.550,40.4020671,-8.1990515,17,1,3.394,30.755,-0.276,-0.020,20.0
1771791124.990,0,1,,-1531.588,470.328,1634.800,30.741,177.999,286.510,1.0,76.600,40.4020737,-8.1990683,17,1,3.399,30.741,-0.274,-0.017,20.0
1771791125.000,0,1,,-1531.873,470.474,1635.120,30.738,178.000,291.670,1.0,76.610,40.4020750,-8.1990717,17,1,3.400,30.747,-0.274,-0.017,20.0
1771791125.040,0,1,,-1533.008,471.112,1636.421,30.774,178.016,291.670,1.0,76.650,40.4020807,-8.1990851,17,1,3.396,30.774,-0.272,-0.015,20.0
1771791125.090,0,1,,-1534.426,471.909,1638.048,30.818,178.036,291.670,1.0,76.700,40.4020879,-8.1991018,17,1,3.391,30.818,-0.269,-0.011,20.0
1771791125.140,0,1,,-1535.844,472.706,1639.675,30.862,178.056,291.670,1.0,76.750,40.4020951,-8.1991186,17,1,3.386,30.862,-0.266,-0.007,20.0
1771791125.190,0,1,,-1537.263,473.502,1641.302,30.907,178.076,291.670,1.0,76.800,40.4021022,-8.1991353,17,1,3.381,30.907,-0.262,-0.003,20.0
1771791125.240,0,1,,-1538.681,474.299,1642.929,30.951,178.096,291.670,1.0,76.850,40.4021094,-8.1991521,17,1,3.376,30.951,-0.259,0.002,20.0
1771791125.290,0,1,,-1540.099,475.096,1644.556,30.996,178.116,291.670,1.0,76.900,40.4021166,-8.1991688,17,1,3.371,30.996,-0.254,0.007,20.0
1771791125.340,0,1,,-1541.517,475.893,1646.183,31.040,178.136,291.670,1.0,76.950,40.4021237,-8.1991856,17,1,3.366,31.040,-0.250,0.013,20.0
1771791125.390,0,1,,-1542.936,476.690,1647.809,31.084,178.156,291.670,1.0,77.000,40.4021309,-8.1992023,17,1,3.361,31.084,-0.246,0.018,20.0
1771791125.440,0,1,,-1544.354,477.487,1649.436,31.129,178.176,291.670,1.0,77.050,40.4021381,-8.1992191,17,1,3.356,31.129,-0.241,0.024,20.0
1771791125.490,0,1,,-1545.772,478.284,1651.063,31.173,178.196,291.670,1.0,77.100,40.4021452,-8.1992358,17,1,3.351,31.173,-0.236,0.030,20.0
1771791125.540,0,1,,-1547.191,479.081,1652.690,31.218,178.216,291.670,1.0,77.150,40.4021524,-8.1992526,17,1,3.346,31.218,-0.232,0.036,20.0
1771791125.590,0,1,,-1548.609,479.878,1654.317,31.262,178.236,291.670,1.0,77.200,40.4021596,-8.1992693,17,1,3.341,31.262,-0.227,0.042,20.0
1771791125.640,0,1,,-1550.027,480.675,1655.944,31.306,178.256,291.670,1.0,77.250,40.4021667,-8.1992861,17,1,3.336,31.306,-0.222,0.047,20.0
1771791125.690,0,1,,-1551.445,481.471,1657.571,31.351,178.276,291.670,1.0,77.300,40.4021739,-8.1993028,17,1,3.331,31.351,-0.217,0.053,20.0
1771791125.740,0,1,,-1552.864,482.268,1659.197,31.395,178.296,291.670,1.0,77.350,40.4021811,-8.1993196,17,1,3.326,31.395,-0.213,0.058,20.0
1771791125.790,0,1,,-1554.282,483.065,1660.824,31.440,178.316,291.670,1.0,77.400,40.4021882,-8.1993363,17,1,3.321,31.440,-0.208,0.063,20.0
1771791125.840,0,1,,-1555.700,483.862,1662.451,31.484,178.336,291.670,1.0,77.450,40.4021954,-8.1993531,17,1,3.316,31.484,-0.203,0.068,20.0
1771791125.890,0,1,,-1557.119,484.659,1664.078,31.528,178.356,291.670,1.0,77.500,40.4022026,-8.1993698,17,1,3.311,31.528,-0.197,0.072,20.0
1771791125.940,0,1,,-1558.537,485.456,1665.705,31.573,178.376,291.670,1.0,77.550,40.4022097,-8.1993866,17,1,3.306,31.573,-0.192,0.076,20.0
1771791125.990,0,1,,-1559.955,486.253,1667.332,31.617,178.396,291.670,1.0,77.600,40.4022169,-8.1994033,17,1,3.301,31.617,-0.187,0.079,20.0
1771791126.000,0,1,,-1560.239,486.412,1667.657,31.626,178.400,295.020,1.0,77.610,40.4022183,-8.1994067,17,1,3.300,31.625,-0.185,0.079,20.0
1771791126.040,0,1,,-1561.407,486.961,1668.948,31.657,178.404,295.020,1.0,77.650,40.4022233,-8.1994205,17,1,3.304,31.657,-0.181,0.081,20.0
1771791126.090,0,1,,-1562.868,487.646,1670.561,31.695,178.409,295.020,1.0,77.700,40.4022294,-8.1994377,17,1,3.309,31.695,-0.175,0.083,20.0
1771791126.140,0,1,,-1564.329,488.332,1672.175,31.734,178.414,295.020,1.0,77.750,40.4022356,-8.1994550,17,1,3.314,31.734,-0.169,0.085,20.0
1771791126.190,0,1,,-1565.789,489.018,1673.789,31.772,178.419,295.020,1.0,77.800,40.4022418,-8.1994722,17,1,3.319,31.772,-0.163,0.086,20.0
1771791126.240,0,1,,-1567.250,489.704,1675.402,31.811,178.424,295.020,1.0,77.850,40.4022479,-8.1994895,17,1,3.324,31.811,-0.157,0.086,20.0
1771791126.290,0,1,,-1568.711,490.389,1677.016,31.850,178.429,295.020,1.0,77.900,40.4022541,-8.1995067,17,1,3.329,31.850,-0.150,0.086,20.0
1771791126.340,0,1,,-1570.171,491.075,1678.629,31.888,178.434,295.020,1.0,77.950,40.4022603,-8.1995240,17,1,3.334,31.888,-0.144,0.086,20.0
1771791126.390,0,1,,-1571.632,491.761,1680.243,31.927,178.439,295.020,1.0,78.000,40.4022664,-8.1995412,17,1,3.339,31.927,-0.138,0.086,20.0
1771791126.440,0,1,,-1573.093,492.446,1681.857,31.965,178.444,295.020,1.0,78.050,40.4022726,-8.1995585,17,1,3.344,31.965,-0.131,0.085,20.0
1771791126.490,0,1,,-1574.553,493.132,1683.470,32.004,178.449,295.020,1.0,78.100,40.4022788,-8.1995757,17,1,3.349,32.004,-0.125,0.085,20.0
1771791126.540,0,1,,-1576.014,493.818,1685.084,32.042,178.454,295.020,1.0,78.150,40.4022849,-8.1995930,17,1,3.354,32.042,-0.118,0.084,20.0
1771791126.590,0,1,,-1577.474,494.503,1686.697,32.081,178.459,295.020,1.0,78.200,40.4022911,-8.1996102,17,1,3.359,32.081,-0.112,0.083,20.0
1771791126.640,0,1,,-1578.935,495.189,1688.311,32.119,178.464,295.020,1.0,78.250,40.4022973,-8.1996275,17,1,3.364,32.119,-0.106,0.083,20.0
1771791126.690,0,1,,-1580.396,495.875,1689.925,32.158,178.469,295.020,1.0,78.300,40.4023034,-8.1996447,17,1,3.369,32.158,-0.099,0.082,20.0
1771791126.740,0,1,,-1581.856,496.561,1691.538,32.197,178.474,295.020,1.0,78.350,40.4023096,-8.1996620,17,1,3.374,32.197,-0.093,0.081,20.0
1771791126.790,0,1,,-1583.317,497.246,1693.152,32.235,178.479,295.020,1.0,78.400,40.4023158,-8.1996792,17,1,3.379,32.235,-0.088,0.079,20.0
1771791126.840,0,1,,-1584.778,497.932,1694.765,32.274,178.484,295.020,1.0,78.450,40.4023219,-8.1996965,17,1,3.384,32.274,-0.082,0.078,20.0
1771791126.890,0,1,,-1586.238,498.618,1696.379,32.312,178.489,295.020,1.0,78.500,40.4023281,-8.1997137,17,1,3.389,32.312,-0.077,0.076,20.0
1771791126.940,0,1,,-1587.699,499.303,1697.993,32.351,178.494,295.020,1.0,78.550,40.4023343,-8.1997310,17,1,3.394,32.351,-0.073,0.074,20.0
1771791126.990,0,1,,-1589.160,499.989,1699.606,32.389,178.499,295.020,1.0,78.600,40.4023404,-8.1997482,17,1,3.399,32.389,-0.069,0.071,20.0
1771791127.000,0,1,,-1589.452,500.126,1699.929,32.397,178.500,296.030,1.0,78.610,40.4023417,-8.1997517,17,1,3.400,32.389,-0.068,0.071,20.0
1771791127.040,0,1,,-1590.603,500.719,1701.224,32.386,178.524,296.030,1.0,78.650,40.4023470,-8.1997653,17,1,3.400,32.386,-0.065,0.068,20.0
1771791127.090,0,1,,-1592.043,501.461,1702.844,32.373,178.554,296.030,1.0,78.700,40.4023537,-8.1997823,17,1,3.400,32.373,-0.062,0.065,20.0
1771791127.140,0,1,,-1593.482,502.202,1704.463,32.360,178.584,296.030,1.0,78.750,40.4023603,-8.1997993,17,1,3.400,32.360,-0.059,0.061,20.0
1771791127.190,0,1,,-1594.922,502.943,1706.082,32.347,178.614,296.030,1.0,78.800,40.4023670,-8.1998163,17,1,3.400,32.347,-0.057,0.057,20.0
1771791127.240,0,1,,-1596.361,503.684,1707.701,32.334,178.644,296.030,1.0,78.850,40.4023737,-8.1998333,17,1,3.400,32.334,-0.056,0.052,20.0
1771791127.290,0,1,,-1597.801,504.426,1709.320,32.321,178.674,296.030,1.0,78.900,40.4023803,-8.1998503,17,1,3.400,32.321,-0.054,0.047,20.0
1771791127.340,0,1,,-1599.240,505.167,1710.940,32.308,178.704,296.030,1.0,78.950,40.4023870,-8.1998673,17,1,3.400,32.308,-0.053,0.042,20.0
1771791127.390,0,1,,-1600.680,505.908,1712.559,32.294,178.734,296.030,1.0,79.000,40.4023937,-8.1998843,17,1,3.400,32.294,-0.052,0.037,20.0
1771791127.440,0,1,,-1602.119,506.650,1714.178,32.281,178.764,296.030,1.0,79.050,40.4024003,-8.1999013,17,1,3.400,32.281,-0.051,0.032,20.0
1771791127.490,0,1,,-1603.558,507.391,1715.797,32.268,178.794,296.030,1.0,79.100,40.4024070,-8.1999183,17,1,3.400,32.268,-0.050,0.027,20.0
1771791127.540,0,1,,-1604.998,508.132,1717.416,32.255,178.824,296.030,1.0,79.150,40.4024137,-8.1999353,18,1,3.400,32.255,-0.049,0.022,20.0
1771791127.590,0,1,,-1606.437,508.874,1719.036,32.242,178.854,296.030,1.0,79.200,40.4024203,-8.1999523,18,1,3.400,32.242,-0.048,0.017,20.0
1771791127.640,0,1,,-1607.877,509.615,1720.655,32.229,178.884,296.030,1.0,79.250,40.4024270,-8.1999693,18,1,3.400,32.229,-0.047,0.012,20.0
1771791127.690,0,1,,-1609.316,510.356,1722.274,32.216,178.914,296.030,1.0,79.300,40.4024337,-8.1999863,18,1,3.400,32.216,-0.046,0.007,20.0
1771791127.740,0,1,,-1610.756,511.097,1723.893,32.202,178.944,296.030,1.0,79.350,40.4024403,-8.2000033,18,1,3.400,32.202,-0.044,0.002,20.0
1771791127.790,0,1,,-1612.195,511.839,1725.512,32.189,178.974,296.030,1.0,79.400,40.4024470,-8.2000203,18,1,3.400,32.189,-0.042,-0.002,20.0
1771791127.840,0,1,,-1613.635,512.580,1727.132,32.176,179.004,296.030,1.0,79.450,40.4024537,-8.2000373,18,1,3.400,32.176,-0.040,-0.005,20.0
1771791127.890,0,1,,-1615.074,513.321,1728.751,32.163,179.034,296.030,1.0,79.500,40.4024603,-8.2000543,18,1,3.400,32.163,-0.037,-0.008,20.0
1771791127.940,0,1,,-1616.514,514.063,1730.370,32.150,179.064,296.030,1.0,79.550,40.4024670,-8.2000713,18,1,3.400,32.150,-0.034,-0.011,20.0
1771791127.990,0,1,,-1617.953,514.804,1731.989,32.137,179.094,296.030,1.0,79.600,40.4024737,-8.2000883,18,1,3.400,32.137,-0.030,-0.012,20.0
1771791128.000,0,1,,-1618.241,514.952,1732.313,32.134,179.100,296.750,1.0,79.610,40.4024750,-8.2000917,18,1,3.400,32.139,-0.029,-0.013,20.0
1771791128.040,0,1,,-1619.432,515.530,1733.637,32.148,179.100,296.750,1.0,79.650,40.4024802,-8.2001057,18,1,3.400,32.148,-0.025,-0.013,20.0
1771791128.090,0,1,,-1620.921,516.253,1735.292,32.165,179.100,296.750,1.0,79.700,40.4024867,-8.2001233,18,1,3.400,32.165,-0.020,-0.013,20.0
1771791128.140,0,1,,-1622.410,516.976,1736.947,32.183,179.100,296.750,1.0,79.750,40.4024932,-8.2001409,18,1,3.400,32.183,-0.014,-0.013,20.0
1771791128.190,0,1,,-1623.899,517.699,1738.602,32.200,179.100,296.750,1.0,79.800,40.4024997,-8.2001585,18,1,3.400,32.200,-0.008,-0.011,20.0
1771791128.240,0,1,,-1625.388,518.422,1740.257,32.218,179.100,296.750,1.0,79.850,40.4025062,-8.2001761,18,1,3.400,32.218,-0.001,-0.010,20.0
1771791128.290,0,1,,-1626.876,519.144,1741.912,32.235,179.100,296.750,1.0,79.900,40.4025127,-8.2001937,17,1,3.400,32.235,0.006,-0.007,20.0
1771791128.340,0,1,,-1628.365,519.867,1743.567,32.253,179.100,296.750,1.0,79.950,40.4025192,-8.2002112,17,1,3.400,32.253,0.014,-0.005,20.0
1771791128.390,0,1,,-1629.854,520.590,1745.222,32.270,179.100,296.750,1.0,80.000,40.4025257,-8.2002288,17,1,3.400,32.270,0.021,-0.002,20.0
1771791128.440,0,1,,-1631.343,521.313,1746.877,32.288,179.100,296.750,1.0,80.050,40.4025322,-8.2002464,17,1,3.400,32.288,0.029,0.001,20.0
1771791128.490,0,1,,-1632.832,522.035,1748.532,32.305,179.100,296.750,1.0,80.100,40.4025387,-8.2002640,17,1,3.400,32.305,0.037,0.004,20.0
1771791128.540,0,1,,-1634.321,522.758,1750.188,32.322,179.100,296.750,1.0,80.150,40.4025452,-8.2002816,17,1,3.400,32.322,0.045,0.007,20.0
1771791128.590,0,1,,-1635.810,523.481,1751.843,32.340,179.100,296.750,1.0,80.200,40.4025517,-8.2002992,17,1,3.400,32.340,0.053,0.010,20.0
1771791128.640,0,1,,-1637.298,524.204,1753.498,32.357,179.100,296.750,1.0,80.250,40.4025582,-8.2003167,17,1,3.400,32.357,0.060,0.013,20.0
1771791128.690,0,1,,-1638.787,524.926,1755.153,32.375,179.100,296.750,1.0,80.300,40.4025647,-8.2003343,17,1,3.400,32.375,0.068,0.015,20.0
1771791128.740,0,1,,-1640.276,525.649,1756.808,32.392,179.100,296.750,1.0,80.350,40.4025712,-8.2003519,17,1,3.400,32.392,0.076,0.018,20.0
1771791128.790,0,1,,-1641.765,526.372,1758.463,32.410,179.100,296.750,1.0,80.400,40.4025777,-8.2003695,16,1,3.400,32.410,0.083,0.020,20.0
1771791128.840,0,1,,-1643.254,527.095,1760.118,32.427,179.100,296.750,1.0,80.450,40.4025842,-8.2003871,16,1,3.400,32.427,0.090,0.021,20.0
1771791128.890,0,1,,-1644.743,527.817,1761.773,32.445,179.100,296.750,1.0,80.500,40.4025907,-8.2004047,16,1,3.400,32.445,0.097,0.022,20.0
1771791128.940,0,1,,-1646.232,528.540,1763.428,32.462,179.100,296.750,1.0,80.550,40.4025972,-8.2004222,16,1,3.400,32.462,0.103,0.023,20.0
1771791128.990,0,1,,-1647.720,529.263,1765.083,32.480,179.100,296.750,1.0,80.600,40.4026037,-8.2004398,16,1,3.400,32.480,0.109,0.022,20.0
1771791129.000,0,1,,-1648.018,529.408,1765.414,32.483,179.100,294.710,1.0,80.610,40.4026050,-8.2004433,16,1,3.400,32.475,0.110,0.022,20.0
1771791129.040,0,1,,-1649.204,529.882,1766.691,32.459,179.088,294.710,1.0,80.650,40.4026093,-8.2004573,16,1,3.396,32.459,0.115,0.021,20.0
1771791129.090,0,1,,-1650.685,530.475,1768.287,32.428,179.073,294.710,1.0,80.700,40.4026146,-8.2004748,16,1,3.391,32.428,0.120,0.019,20.0
1771791129.140,0,1,,-1652.167,531.068,1769.883,32.397,179.058,294.710,1.0,80.750,40.4026199,-8.2004923,16,1,3.386,32.397,0.125,0.017,20.0
1771791129.190,0,1,,-1653.649,531.661,1771.479,32.367,179.043,294.710,1.0,80.800,40.4026253,-8.2005098,16,1,3.381,32.367,0.129,0.014,20.0
1771791129.240,0,1,,-1655.131,532.254,1773.075,32.336,179.028,294.710,1.0,80.850,40.4026306,-8.2005273,16,1,3.376,32.336,0.133,0.010,20.0
1771791129.290,0,1,,-1656.613,532.847,1774.671,32.306,179.013,294.710,1.0,80.900,40.4026359,-8.2005448,17,1,3.371,32.306,0.137,0.006,20.0
1771791129.340,0,1,,-1658.095,533.440,1776.267,32.275,178.998,294.710,1.0,80.950,40.4026413,-8.2005623,17,1,3.366,32.275,0.141,0.002,20.0
1771791129.390,0,1,,-1659.576,534.033,1777.863,32.245,178.983,294.710,1.0,81.000,40.4026466,-8.2005798,17,1,3.361,32.245,0.145,-0.003,20.0
1771791129.440,0,1,,-1661.058,534.626,1779.459,32.214,178.968,294.710,1.0,81.050,40.4026519,-8.2005973,17,1,3.356,32.214,0.148,-0.008,20.0
1771791129.490,0,1,,-1662.540,535.219,1781.055,32.184,178.953,294.710,1.0,81.100,40.4026573,-8.2006148,17,1,3.351,32.184,0.152,-0.012,20.0
1771791129.540,0,1,,-1664.022,535.812,1782.651,32.153,178.938,294.710,1.0,81.150,40.4026626,-8.2006323,17,1,3.346,32.153,0.155,-0.017,20.0
1771791129.590,0,1,,-1665.504,536.405,1784.247,32.123,178.923,294.710,1.0,81.200,40.4026679,-8.2006498,17,1,3.341,32.123,0.159,-0.022,20.0
1771791129.640,0,1,,-1666.985,536.998,1785.843,32.092,178.908,294.710,1.0,81.250,40.4026733,-8.2006673,17,1,3.336,32.092,0.162,-0.027,20.0
1771791129.690,0,1,,-1668.467,537.592,1787.439,32.061,178.893,294.710,1.0,81.300,40.4026786,-8.2006848,17,1,3.331,32.061,0.166,-0.031,20.0
1771791129.740,0,1,,-1669.949,538.185,1789.036,32.031,178.878,294.710,1.0,81.350,40.4026839,-8.2007023,17,1,3.326,32.031,0.169,-0.036,20.0
1771791129.790,0,1,,-1671.431,538.778,1790.632,32.000,178.863,294.710,1.0,81.400,40.4026893,-8.2007198,18,1,3.321,32.000,0.173,-0.040,20.0
1771791129.840,0,1,,-1672.913,539.371,1792.228,31.970,178.848,294.710,1.0,81.450,40.4026946,-8.2007373,18,1,3.316,31.970,0.176,-0.044,20.0
1771791129.890,0,1,,-1674.395,539.964,1793.824,31.939,178.833,294.710,1.0,81.500,40.4026999,-8.2007548,18,1,3.311,31.939,0.179,-0.047,20.0
1771791129.940,0,1,,-1675.876,540.557,1795.420,31.909,178.818,294.710,1.0,81.550,40.4027053,-8.2007723,18,1,3.306,31.909,0.183,-0.050,20.0
1771791129.990,0,1,,-1677.358,541.150,1797.016,31.878,178.803,294.710,1.0,81.600,40.4027106,-8.2007898,18,1,3.301,31.878,0.186,-0.052,20.0
1771791130.000,0,1,,-1677.655,541.268,1797.335,31.872,178.800,291.410,1.0,81.610,40.4027117,-8.2007933,18,1,3.300,31.873,0.187,-0.053,20.0
1771791130.040,0,1,,-1678.857,541.654,1798.598,31.853,178.800,291.410,1.0,81.650,40.4027151,-8.2008075,18,1,3.296,31.853,0.189,-0.054,20.0
1771791130.090,0,1,,-1680.360,542.136,1800.176,31.830,178.800,291.410,1.0,81.700,40.4027195,-8.2008253,18,1,3.291,31.830,0.193,-0.056,20.0
1771791130.140,0,1,,-1681.863,542.618,1801.754,31.807,178.800,291.410,1.0,81.750,40.4027238,-8.2008430,18,1,3.286,31.807,0.196,-0.057,20.0
1771791130.190,0,1,,-1683.366,543.099,1803.333,31.784,178.800,291.410,1.0,81.800,40.4027281,-8.2008608,18,1,3.281,31.784,0.199,-0.057,20.0
1771791130.240,0,1,,-1684.869,543.581,1804.911,31.761,178.800,291.410,1.0,81.850,40.4027325,-8.2008785,18,1,3.276,31.761,0.203,-0.057,20.0
1771791130.290,0,1,,-1686.372,544.063,1806.489,31.737,178.800,291.410,1.0,81.900,40.4027368,-8.2008963,18,1,3.271,31.737,0.206,-0.057,20.0
1771791130.340,0,1,,-1687.875,544.545,1808.068,31.714,178.800,291.410,1.0,81.950,40.4027411,-8.2009140,18,1,3.266,31.714,0.209,-0.057,20.0
1771791130.390,0,1,,-1689.378,545.027,1809.646,31.691,178.800,291.410,1.0,82.000,40.4027455,-8.2009318,18,1,3.261,31.691,0.212,-0.056,20.0
1771791130.440,0,1,,-1690.881,545.509,1811.224,31.668,178.800,291.410,1.0,82.050,40.4027498,-8.2009495,18,1,3.256,31.668,0.215,-0.056,20.0
1771791130.490,0,1,,-1692.384,545.990,1812.803,31.645,178.800,291.410,1.0,82.100,40.4027541,-8.2009673,18,1,3.251,31.645,0.219,-0.055,20.0
1771791130.540,0,1,,-1693.887,546.472,1814.381,31.621,178.800,291.410,1.0,82.150,40.4027585,-8.2009850,19,1,3.246,31.621,0.222,-0.054,20.0
1771791130.590,0,1,,-1695.390,546.954,1815.960,31.598,178.800,291.410,1.0,82.200,40.4027628,-8.2010028,19,1,3.241,31.598,0.225,-0.053,20.0
1771791130.640,0,1,,-1696.893,547.436,1817.538,31.575,178.800,291.410,1.0,82.250,40.4027671,-8.2010205,19,1,3.236,31.575,0.228,-0.053,20.0
1771791130.690,0,1,,-1698.396,547.918,1819.116,31.552,178.800,291.410,1.0,82.300,40.4027715,-8.2010383,19,1,3.231,31.552,0.230,-0.052,20.0
1771791130.740,0,1,,-1699.899,548.400,1820.695,31.529,178.800,291.410,1.0,82.350,40.4027758,-8.2010560,19,1,3.226,31.529,0.233,-0.051,20.0
1771791130.790,0,1,,-1701.402,548.882,1822.273,31.505,178.800,291.410,1.0,82.400,40.4027801,-8.2010738,19,1,3.221,31.505,0.235,-0.051,20.0
1771791130.840,0,1,,-1702.905,549.363,1823.851,31.482,178.800,291.410,1.0,82.450,40.4027845,-8.2010915,19,1,3.216,31.482,0.236,-0.050,20.0
1771791130.890,0,1,,-1704.408,549.845,1825.430,31.459,178.800,291.410,1.0,82.500,40.4027888,-8.2011093,19,1,3.211,31.459,0.237,-0.049,20.0
1771791130.940,0,1,,-1705.911,550.327,1827.008,31.436,178.800,291.410,1.0,82.550,40.4027931,-8.2011270,19,1,3.206,31.436,0.237,-0.049,20.0
1771791130.990,0,1,,-1707.414,550.809,1828.586,31.413,178.800,291.410,1.0,82.600,40.4027975,-8.2011448,19,1,3.201,31.413,0.236,-0.048,20.0
1771791131.000,0,1,,-1707.714,550.905,1828.902,31.408,178.800,286.910,1.0,82.610,40.4027983,-8.2011483,19,1,3.200,31.409,0.236,-0.048,20.0
1771791131.040,0,1,,-1708.928,551.217,1830.155,31.392,178.800,286.910,1.0,82.650,40.4028011,-8.2011627,19,1,3.200,31.392,0.235,-0.048,20.0
1771791131.090,0,1,,-1710.445,551.606,1831.721,31.372,178.800,286.910,1.0,82.700,40.4028046,-8.2011806,19,1,3.200,31.372,0.232,-0.047,20.0
1771791131.140,0,1,,-1711.962,551.995,1833.288,31.352,178.800,286.910,1.0,82.750,40.4028081,-8.2011985,19,1,3.200,31.352,0.229,-0.047,20.0
1771791131.190,0,1,,-1713.479,552.384,1834.854,31.333,178.800,286.910,1.0,82.800,40.4028116,-8.2012164,19,1,3.200,31.333,0.225,-0.046,20.0
1771791131.240,0,1,,-1714.997,552.773,1836.420,31.313,178.800,286.910,1.0,82.850,40.4028151,-8.2012343,19,1,3.200,31.313,0.221,-0.046,20.0
1771791131.290,0,1,,-1716.514,553.163,1837.986,31.293,178.800,286.910,1.0,82.900,40.4028186,-8.2012523,18,1,3.200,31.293,0.216,-0.045,20.0
