This file is created using RaceChrono v9.1.3 ( http://racechrono.com/ ).
Format,2,"Format 1 = static columns","Format 2 = new format with dynamic columns; only channel header string is fixed, number of columns and channels' column numbers are variable."
Session title,"Novo circuito"
Session type,Lap timing
Track name,"Novo circuito"
Driver name,
Export scope,Session start
Created,22/02/2026,20:10
Note,

Time (s),Session fragment #,Lap #,Trap name,X-position (m),Y-position (m),Distance (m),Speed (m/s),Altitude (m),Bearing (deg),Device update rate (Hz),Elapsed time (s),Latitude (deg),Longitude (deg),Satellites (sats),Fix type,Accuracy (m),Speed (m/s) *calc,Lateral acceleration (G) *calc,Longitudinal acceleration (G) *calc,Device update rate (Hz) *calc
1771791048.440,0,,,-0.000,-0.000,0.823,7.353,176.719,309.740,,0.050,40.3978439,-8.1809814,7,1,6.750,7.353,,,20.0
1771791048.490,0,,,-0.539,0.622,1.646,7.388,176.737,309.740,,0.100,40.3978495,-8.1809877,7,1,6.701,7.388,,,20.0
1771791048.540,0,,,-1.078,1.243,2.468,7.424,176.756,309.740,,0.150,40.3978551,-8.1809941,7,1,6.651,7.424,,,20.0
1771791048.590,0,,,-1.617,1.865,3.291,7.460,176.775,309.740,,0.200,40.3978607,-8.1810005,7,1,6.601,7.460,,,20.0
1771791048.640,0,,,-2.156,2.486,4.114,7.496,176.793,309.740,,0.250,40.3978663,-8.1810068,7,1,6.552,7.496,,,20.0
1771791048.690,0,,,-2.696,3.108,4.937,7.531,176.812,309.740,,0.300,40.3978719,-8.1810132,8,1,6.502,7.531,,,20.0
1771791048.740,0,,,-3.235,3.730,5.760,7.567,176.830,309.740,,0.350,40.3978775,-8.1810196,8,1,6.452,7.567,,,20.0
1771791048.790,0,,,-3.774,4.351,6.583,7.603,176.849,309.740,,0.400,40.3978831,-8.1810259,8,1,6.402,7.603,,,20.0
1771791048.840,0,,,-4.313,4.973,7.405,7.638,176.868,309.740,,0.450,40.3978886,-8.1810323,8,1,6.353,7.638,,,20.0
1771791048.890,0,,,-4.852,5.594,8.228,7.674,176.886,309.740,,0.500,40.3978942,-8.1810387,8,1,6.303,7.674,,,20.0
1771791048.940,0,,,-5.391,6.216,9.051,7.710,176.905,309.740,,0.550,40.3978998,-8.1810450,8,1,6.253,7.710,,,20.0
1771791048.990,0,,,-5.930,6.837,9.874,7.746,176.924,309.740,,0.600,40.3979054,-8.1810514,8,1,6.204,7.746,,,20.0
1771791049.040,0,,,-6.469,7.459,10.697,7.781,176.942,309.740,,0.650,40.3979110,-8.1810578,8,1,6.154,7.781,,,20.0
1771791049.090,0,,,-7.009,8.081,11.520,7.817,176.961,309.740,,0.700,40.3979166,-8.1810641,8,1,6.104,7.817,,,20.0
1771791049.140,0,,,-7.548,8.702,12.342,7.853,176.980,309.740,,0.750,40.3979222,-8.1810705,8,1,6.055,7.853,,,20.0
1771791049.190,0,,,-8.087,9.324,13.165,7.888,176.998,309.740,,0.800,40.3979278,-8.1810769,8,1,6.005,7.888,,,20.0
1771791049.240,0,,,-8.626,9.945,13.988,7.924,177.017,309.740,,0.850,40.3979334,-8.1810832,9,1,5.955,7.924,,,20.0
1771791049.290,0,,,-9.165,10.567,14.811,7.960,177.035,309.740,,0.900,40.3979390,-8.1810896,9,1,5.906,7.960,,,20.0
1771791049.340,0,,,-9.704,11.189,15.634,7.996,177.054,309.740,,0.950,40.3979445,-8.1810960,9,1,5.856,7.996,,,20.0
1771791049.390,0,,,-10.243,11.810,16.457,8.031,177.073,309.740,,1.000,40.3979501,-8.1811023,9,1,5.806,8.031,,,20.0
1771791049.440,0,,,-10.782,12.432,17.279,8.067,177.091,309.740,,1.050,40.3979557,-8.1811087,9,1,5.757,8.067,,,20.0
1771791049.490,0,,,-11.322,13.053,18.102,8.103,177.110,309.740,,1.100,40.3979613,-8.1811151,9,1,5.707,8.103,0.063,0.074,20.0
1771791049.540,0,,,-11.861,13.675,18.925,8.138,177.129,309.740,,1.150,40.3979669,-8.1811214,9,1,5.657,8.138,0.062,0.074,20.0
1771791049.590,0,,,-12.400,14.296,19.748,8.174,177.147,309.740,,1.200,40.3979725,-8.1811278,9,1,5.607,8.174,0.061,0.074,20.0
1771791049.640,0,,,-12.939,14.918,20.571,8.210,177.166,309.740,,1.250,40.3979781,-8.1811342,9,1,5.558,8.210,0.060,0.075,20.0
1771791049.690,0,,,-13.478,15.540,21.393,8.246,177.184,309.740,,1.300,40.3979837,-8.1811405,9,1,5.508,8.246,0.060,0.075,20.0
1771791049.740,0,,,-14.017,16.161,22.216,8.281,177.203,309.740,,1.350,40.3979893,-8.1811469,10,1,5.458,8.281,0.059,0.075,20.0
1771791049.790,0,,,-14.556,16.783,23.039,8.317,177.222,309.740,,1.400,40.3979949,-8.1811533,10,1,5.409,8.317,0.059,0.075,20.0
1771791049.840,0,,,-15.095,17.404,23.862,8.353,177.240,309.740,,1.450,40.3980004,-8.1811596,10,1,5.359,8.353,0.058,0.076,20.0
1771791049.890,0,,,-15.635,18.026,24.685,8.388,177.259,309.740,,1.500,40.3980060,-8.1811660,10,1,5.309,8.388,0.058,0.076,20.0
1771791049.940,0,,,-16.174,18.648,25.508,8.424,177.278,309.740,,1.550,40.3980116,-8.1811724,10,1,5.260,8.424,0.057,0.076,20.0
1771791049.990,0,,,-16.713,19.269,26.330,8.460,177.296,309.740,,1.600,40.3980172,-8.1811787,10,1,5.210,8.460,0.056,0.077,20.0
1771791050.000,0,,,-16.821,19.394,26.495,8.467,177.300,302.860,0.6,1.610,40.3980183,-8.1811800,10,1,5.200,8.469,0.056,0.077,20.0
1771791050.040,0,,,-17.238,19.542,26.938,8.504,177.524,302.860,0.6,1.650,40.3980197,-8.1811849,10,1,5.164,8.504,0.056,0.077,20.0
1771791050.090,0,,,-17.761,19.727,27.492,8.550,177.804,302.860,0.6,1.700,40.3980213,-8.1811911,10,1,5.119,8.550,0.055,0.077,20.0
1771791050.140,0,,,-18.283,19.912,28.046,8.597,178.084,302.860,0.6,1.750,40.3980230,-8.1811973,10,1,5.074,8.597,0.053,0.078,20.0
1771791050.190,0,,,-18.805,20.098,28.601,8.643,178.364,302.860,0.6,1.800,40.3980247,-8.1812034,10,1,5.029,8.643,0.052,0.079,20.0
1771791050.240,0,,,-19.327,20.283,29.155,8.689,178.644,302.860,0.7,1.850,40.3980263,-8.1812096,10,1,4.984,8.689,0.051,0.079,20.0
1771791050.290,0,,,-19.849,20.468,29.709,8.736,178.924,302.860,0.7,1.900,40.3980280,-8.1812158,10,1,4.939,8.736,0.049,0.080,20.0
1771791050.340,0,,,-20.372,20.654,30.263,8.782,179.204,302.860,0.7,1.950,40.3980297,-8.1812219,10,1,4.894,8.782,0.048,0.081,20.0
1771791050.390,0,,,-20.894,20.839,30.817,8.828,179.484,302.860,0.7,2.000,40.3980313,-8.1812281,10,1,4.849,8.828,0.046,0.082,20.0
1771791050.440,0,,,-21.416,21.024,31.371,8.874,179.764,302.860,0.7,2.050,40.3980330,-8.1812343,10,1,4.804,8.874,0.044,0.083,20.0
1771791050.490,0,,,-21.938,21.210,31.925,8.921,180.044,302.860,0.7,2.100,40.3980347,-8.1812404,10,1,4.759,8.921,0.042,0.084,20.0
1771791050.540,0,,,-22.460,21.395,32.479,8.967,180.324,302.860,0.7,2.150,40.3980363,-8.1812466,11,1,4.714,8.967,0.040,0.084,20.0
1771791050.590,0,,,-22.983,21.580,33.033,9.013,180.604,302.860,0.7,2.200,40.3980380,-8.1812528,11,1,4.669,9.013,0.037,0.085,20.0
1771791050.640,0,,,-23.505,21.766,33.587,9.060,180.884,302.860,0.7,2.250,40.3980397,-8.1812589,11,1,4.624,9.060,0.035,0.086,20.0
1771791050.690,0,,,-24.027,21.951,34.142,9.106,181.164,302.860,0.7,2.300,40.3980413,-8.1812651,11,1,4.579,9.106,0.033,0.087,20.0
1771791050.740,0,,,-24.549,22.136,34.696,9.152,181.444,302.860,0.7,2.350,40.3980430,-8.1812713,11,1,4.534,9.152,0.030,0.088,20.0
1771791050.790,0,,,-25.071,22.322,35.250,9.199,181.724,302.860,0.7,2.400,40.3980447,-8.1812774,11,1,4.489,9.199,0.028,0.089,20.0
1771791050.840,0,,,-25.594,22.507,35.804,9.245,182.004,302.860,0.7,2.450,40.3980463,-8.1812836,11,1,4.444,9.245,0.026,0.089,20.0
1771791050.890,0,,,-26.116,22.692,36.358,9.291,182.284,302.860,0.8,2.500,40.3980480,-8.1812898,11,1,4.399,9.291,0.023,0.089,20.0
1771791050.940,0,,,-26.638,22.878,36.912,9.337,182.564,302.860,0.8,2.550,40.3980497,-8.1812959,11,1,4.354,9.337,0.021,0.089,20.0
1771791050.990,0,,,-27.160,23.063,37.466,9.384,182.844,302.860,0.8,2.600,40.3980513,-8.1813021,11,1,4.309,9.384,0.018,0.089,20.0
1771791051.000,0,,,-27.265,23.100,37.577,9.393,182.900,301.750,0.8,2.610,40.3980517,-8.1813033,11,1,4.300,9.389,0.018,0.089,20.0
1771791051.040,0,,,-27.643,23.382,38.049,9.411,182.688,301.750,0.8,2.650,40.3980542,-8.1813078,11,1,4.288,9.411,0.016,0.088,20.0
1771791051.090,0,,,-28.116,23.734,38.638,9.434,182.423,301.750,0.8,2.700,40.3980574,-8.1813134,11,1,4.273,9.434,0.014,0.087,20.0
1771791051.140,0,,,-28.589,24.086,39.228,9.457,182.158,301.750,0.8,2.750,40.3980605,-8.1813190,11,1,4.258,9.457,0.011,0.086,20.0
1771791051.190,0,,,-29.061,24.438,39.817,9.480,181.893,301.750,0.8,2.800,40.3980637,-8.1813246,11,1,4.243,9.480,0.008,0.084,20.0
1771791051.240,0,,,-29.534,24.790,40.407,9.503,181.628,301.750,0.8,2.850,40.3980669,-8.1813301,11,1,4.228,9.503,0.006,0.082,20.0
1771791051.290,0,,,-30.007,25.142,40.996,9.526,181.363,301.750,0.8,2.900,40.3980700,-8.1813357,11,1,4.213,9.526,0.003,0.080,20.0
1771791051.340,0,,,-30.480,25.494,41.586,9.549,181.098,301.750,0.8,2.950,40.3980732,-8.1813413,11,1,4.198,9.549,0.001,0.078,20.0
1771791051.390,0,,,-30.953,25.847,42.175,9.572,180.833,301.750,0.9,3.000,40.3980764,-8.1813469,11,1,4.183,9.572,-0.002,0.076,20.0
1771791051.440,0,,,-31.425,26.199,42.765,9.595,180.568,301.750,0.9,3.050,40.3980795,-8.1813525,11,1,4.168,9.595,-0.005,0.073,20.0
1771791051.490,0,,,-31.898,26.551,43.354,9.617,180.303,301.750,0.9,3.100,40.3980827,-8.1813581,11,1,4.153,9.617,-0.007,0.071,20.0
1771791051.540,0,,,-32.371,26.903,43.944,9.640,180.038,301.750,0.9,3.150,40.3980859,-8.1813636,11,1,4.138,9.640,-0.010,0.069,20.0
1771791051.590,0,,,-32.844,27.255,44.533,9.663,179.773,301.750,0.9,3.200,40.3980890,-8.1813692,11,1,4.123,9.663,-0.012,0.066,20.0
1771791051.640,0,,,-33.317,27.607,45.123,9.686,179.508,301.750,0.9,3.250,40.3980922,-8.1813748,11,1,4.108,9.686,-0.015,0.064,20.0
1771791051.690,0,,,-33.789,27.959,45.712,9.709,179.243,301.750,0.9,3.300,40.3980954,-8.1813804,11,1,4.093,9.709,-0.017,0.062,20.0
1771791051.740,0,,,-34.262,28.311,46.302,9.732,178.978,301.750,0.9,3.350,40.3980985,-8.1813860,11,1,4.078,9.732,-0.019,0.060,20.0
1771791051.790,0,,,-34.735,28.663,46.891,9.755,178.713,301.750,1.0,3.400,40.3981017,-8.1813916,11,1,4.063,9.755,-0.021,0.058,20.0
1771791051.840,0,,,-35.208,29.016,47.481,9.778,178.448,301.750,1.0,3.450,40.3981049,-8.1813971,11,1,4.048,9.778,-0.022,0.056,20.0
1771791051.890,0,,,-35.681,29.368,48.070,9.801,178.183,301.750,1.0,3.500,40.3981080,-8.1814027,11,1,4.033,9.801,-0.024,0.054,20.0
1771791051.940,0,,,-36.153,29.720,48.660,9.824,177.918,301.750,1.0,3.550,40.3981112,-8.1814083,11,1,4.018,9.824,-0.024,0.052,20.0
1771791051.990,0,,,-36.626,30.072,49.249,9.846,177.653,301.750,1.0,3.600,40.3981144,-8.1814139,11,1,4.003,9.846,-0.024,0.051,20.0
1771791052.000,0,,,-36.721,30.142,49.367,9.851,177.600,303.690,1.0,3.610,40.3981150,-8.1814150,11,1,4.000,9.851,-0.024,0.051,20.0
1771791052.040,0,,,-37.184,30.261,49.845,9.870,177.592,303.690,1.0,3.650,40.3981161,-8.1814205,11,1,3.992,9.870,-0.024,0.050,20.0
1771791052.090,0,,,-37.762,30.409,50.442,9.893,177.582,303.690,1.0,3.700,40.3981174,-8.1814273,11,1,3.982,9.893,-0.023,0.049,20.0
1771791052.140,0,,,-38.341,30.557,51.040,9.917,177.572,303.690,1.0,3.750,40.3981187,-8.1814341,11,1,3.972,9.917,-0.021,0.048,20.0
1771791052.190,0,,,-38.920,30.706,51.637,9.940,177.562,303.690,1.0,3.800,40.3981201,-8.1814410,11,1,3.962,9.940,-0.019,0.048,20.0
1771791052.240,0,,,-39.498,30.854,52.234,9.963,177.552,303.690,1.0,3.850,40.3981214,-8.1814478,11,1,3.952,9.963,-0.017,0.048,20.0
1771791052.290,0,,,-40.077,31.002,52.832,9.987,177.542,303.690,1.0,3.900,40.3981227,-8.1814546,11,1,3.942,9.987,-0.014,0.047,20.0
1771791052.340,0,,,-40.656,31.151,53.429,10.010,177.532,303.690,1.0,3.950,40.3981241,-8.1814615,11,1,3.932,10.010,-0.012,0.047,20.0
1771791052.390,0,,,-41.234,31.299,54.026,10.034,177.522,303.690,1.0,4.000,40.3981254,-8.1814683,11,1,3.922,10.034,-0.009,0.047,20.0
1771791052.440,0,,,-41.813,31.447,54.624,10.057,177.512,303.690,1.0,4.050,40.3981267,-8.1814751,11,1,3.912,10.057,-0.006,0.047,20.0
1771791052.490,0,,,-42.392,31.595,55.221,10.080,177.502,303.690,1.0,4.100,40.3981281,-8.1814820,11,1,3.902,10.080,-0.002,0.047,20.0
1771791052.540,0,,,-42.970,31.744,55.818,10.104,177.492,303.690,1.0,4.150,40.3981294,-8.1814888,12,1,3.892,10.104,0.001,0.047,20.0
1771791052.590,0,,,-43.549,31.892,56.416,10.127,177.482,303.690,1.0,4.200,40.3981307,-8.1814956,12,1,3.882,10.127,0.004,0.047,20.0
1771791052.640,0,,,-44.128,32.040,57.013,10.151,177.472,303.690,1.0,4.250,40.3981321,-8.1815025,12,1,3.872,10.151,0.007,0.047,20.0
1771791052.690,0,,,-44.706,32.188,57.610,10.174,177.462,303.690,1.0,4.300,40.3981334,-8.1815093,12,1,3.862,10.174,0.010,0.047,20.0
1771791052.740,0,,,-45.285,32.337,58.208,10.197,177.452,303.690,1.0,4.350,40.3981347,-8.1815161,12,1,3.852,10.197,0.013,0.047,20.0
1771791052.790,0,,,-45.864,32.485,58.805,10.221,177.442,303.690,1.0,4.400,40.3981361,-8.1815230,12,1,3.842,10.221,0.015,0.048,20.0
1771791052.840,0,,,-46.442,32.633,59.402,10.244,177.432,303.690,1.0,4.450,40.3981374,-8.1815298,12,1,3.832,10.244,0.017,0.048,20.0
1771791052.890,0,,,-47.021,32.781,60.000,10.268,177.422,303.690,1.0,4.500,40.3981387,-8.1815366,12,1,3.822,10.268,0.019,0.048,20.0
1771791052.940,0,,,-47.600,32.930,60.597,10.291,177.412,303.690,1.0,4.550,40.3981401,-8.1815435,12,1,3.812,10.291,0.020,0.048,20.0
1771791052.990,0,,,-48.178,33.078,61.195,10.314,177.402,303.690,1.0,4.600,40.3981414,-8.1815503,12,1,3.802,10.314,0.021,0.048,20.0
1771791053.000,0,,,-48.294,33.108,61.314,10.319,177.400,302.030,1.0,4.610,40.3981417,-8.1815517,12,1,3.800,10.319,0.021,0.048,20.0
1771791053.040,0,,,-48.729,33.248,61.771,10.339,177.332,302.030,1.0,4.650,40.3981429,-8.1815568,12,1,3.792,10.339,0.022,0.048,20.0
1771791053.090,0,,,-49.272,33.424,62.342,10.364,177.247,302.030,1.0,4.700,40.3981445,-8.1815632,12,1,3.782,10.364,0.021,0.048,20.0
1771791053.140,0,,,-49.815,33.601,62.913,10.388,177.162,302.030,1.0,4.750,40.3981461,-8.1815696,12,1,3.772,10.388,0.021,0.048,20.0
1771791053.190,0,,,-50.359,33.777,63.485,10.413,177.077,302.030,1.0,4.800,40.3981477,-8.1815761,12,1,3.762,10.413,0.020,0.048,20.0
1771791053.240,0,,,-50.902,33.953,64.056,10.438,176.992,302.030,1.0,4.850,40.3981493,-8.1815825,12,1,3.752,10.438,0.018,0.048,20.0
1771791053.290,0,,,-51.446,34.129,64.627,10.463,176.907,302.030,1.0,4.900,40.3981509,-8.1815889,12,1,3.742,10.463,0.017,0.049,20.0
1771791053.340,0,,,-51.989,34.305,65.198,10.488,176.822,302.030,1.0,4.950,40.3981524,-8.1815953,12,1,3.732,10.488,0.015,0.049,20.0
1771791053.390,0,,,-52.532,34.481,65.769,10.512,176.737,302.030,1.0,5.000,40.3981540,-8.1816017,12,1,3.722,10.512,0.013,0.049,20.0
1771791053.440,0,,,-53.076,34.657,66.341,10.537,176.652,302.030,1.0,5.050,40.3981556,-8.1816081,12,1,3.712,10.537,0.011,0.049,20.0
1771791053.490,0,,,-53.619,34.833,66.912,10.562,176.567,302.030,1.0,5.100,40.3981572,-8.1816146,12,1,3.702,10.562,0.009,0.049,20.0
1771791053.540,0,,,-54.162,35.009,67.483,10.587,176.482,302.030,1.0,5.150,40.3981588,-8.1816210,11,1,3.692,10.587,0.007,0.049,20.0
1771791053.590,0,,,-54.706,35.185,68.054,10.612,176.397,302.030,1.0,5.200,40.3981604,-8.1816274,11,1,3.682,10.612,0.005,0.049,20.0
1771791053.640,0,,,-55.249,35.361,68.625,10.636,176.312,302.030,1.0,5.250,40.3981619,-8.1816338,11,1,3.672,10.636,0.002,0.050,20.0
1771791053.690,0,,,-55.793,35.537,69.197,10.661,176.227,302.030,1.0,5.300,40.3981635,-8.1816402,11,1,3.662,10.661,0.000,0.050,20.0
1771791053.740,0,,,-56.336,35.713,69.768,10.686,176.142,302.030,1.0,5.350,40.3981651,-8.1816466,11,1,3.652,10.686,-0.001,0.050,20.0
1771791053.790,0,,,-56.879,35.889,70.339,10.711,176.057,302.030,1.0,5.400,40.3981667,-8.1816531,11,1,3.642,10.711,-0.003,0.050,20.0
1771791053.840,0,,,-57.423,36.065,70.910,10.736,175.972,302.030,1.0,5.450,40.3981683,-8.1816595,11,1,3.632,10.736,-0.005,0.050,20.0
1771791053.890,0,,,-57.966,36.241,71.481,10.760,175.887,302.030,1.0,5.500,40.3981699,-8.1816659,11,1,3.622,10.760,-0.006,0.050,20.0
1771791053.940,0,,,-58.509,36.417,72.053,10.785,175.802,302.030,1.0,5.550,40.3981714,-8.1816723,11,1,3.612,10.785,-0.007,0.050,20.0
1771791053.990,0,,,-59.053,36.594,72.624,10.810,175.717,302.030,1.0,5.600,40.3981730,-8.1816787,11,1,3.602,10.810,-0.008,0.050,20.0
1771791054.000,0,,,-59.161,36.629,72.738,10.815,175.700,302.740,1.0,5.610,40.3981733,-8.1816800,11,1,3.600,10.815,-0.008,0.050,20.0
1771791054.040,0,,,-59.619,36.784,73.221,10.834,175.660,302.740,1.0,5.650,40.3981747,-8.1816854,11,1,3.596,10.834,-0.008,0.050,20.0
1771791054.090,0,,,-60.190,36.979,73.825,10.857,175.610,302.740,1.0,5.700,40.3981765,-8.1816922,11,1,3.591,10.857,-0.008,0.050,20.0
1771791054.140,0,,,-60.762,37.174,74.429,10.881,175.560,302.740,1.0,5.750,40.3981782,-8.1816989,11,1,3.586,10.881,-0.008,0.050,20.0
1771791054.190,0,,,-61.334,37.368,75.032,10.905,175.510,302.740,1.0,5.800,40.3981800,-8.1817057,11,1,3.581,10.905,-0.007,0.050,20.0
1771791054.240,0,,,-61.905,37.563,75.636,10.928,175.460,302.740,1.0,5.850,40.3981817,-8.1817124,11,1,3.576,10.928,-0.007,0.050,20.0
1771791054.290,0,,,-62.477,37.757,76.240,10.952,175.410,302.740,1.0,5.900,40.3981835,-8.1817192,11,1,3.571,10.952,-0.006,0.050,20.0
1771791054.340,0,,,-63.048,37.952,76.844,10.975,175.360,302.740,1.0,5.950,40.3981852,-8.1817259,11,1,3.566,10.975,-0.005,0.050,20.0
1771791054.390,0,,,-63.620,38.147,77.448,10.999,175.310,302.740,1.0,6.000,40.3981870,-8.1817327,11,1,3.561,10.999,-0.003,0.050,20.0
1771791054.440,0,,,-64.192,38.341,78.051,11.023,175.260,302.740,1.0,6.050,40.3981887,-8.1817394,11,1,3.556,11.023,-0.002,0.049,20.0
1771791054.490,0,,,-64.763,38.536,78.655,11.046,175.210,302.740,1.0,6.100,40.3981905,-8.1817462,11,1,3.551,11.046,-0.001,0.049,20.0
1771791054.540,0,,,-65.335,38.730,79.259,11.070,175.160,302.740,1.0,6.150,40.3981922,-8.1817529,11,1,3.546,11.070,0.000,0.049,20.0
1771791054.590,0,,,-65.906,38.925,79.863,11.093,175.110,302.740,1.0,6.200,40.3981940,-8.1817597,11,1,3.541,11.093,0.002,0.049,20.0
1771791054.640,0,,,-66.478,39.119,80.467,11.117,175.060,302.740,1.0,6.250,40.3981957,-8.1817664,11,1,3.536,11.117,0.003,0.049,20.0
1771791054.690,0,,,-67.050,39.314,81.070,11.141,175.010,302.740,1.0,6.300,40.3981975,-8.1817732,11,1,3.531,11.141,0.004,0.049,20.0
1771791054.740,0,,,-67.621,39.509,81.674,11.164,174.960,302.740,1.0,6.350,40.3981992,-8.1817799,11,1,3.526,11.164,0.005,0.049,20.0
1771791054.790,0,,,-68.193,39.703,82.278,11.188,174.910,302.740,1.0,6.400,40.3982010,-8.1817867,11,1,3.521,11.188,0.006,0.049,20.0
1771791054.840,0,,,-68.764,39.898,82.882,11.211,174.860,302.740,1.0,6.450,40.3982027,-8.1817934,11,1,3.516,11.211,0.007,0.049,20.0
1771791054.890,0,,,-69.336,40.092,83.486,11.235,174.810,302.740,1.0,6.500,40.3982045,-8.1818002,11,1,3.511,11.235,0.007,0.049,20.0
1771791054.940,0,,,-69.908,40.287,84.089,11.259,174.760,302.740,1.0,6.550,40.3982062,-8.1818069,11,1,3.506,11.259,0.008,0.049,20.0
1771791054.990,0,,,-70.479,40.482,84.693,11.282,174.710,302.740,1.0,6.600,40.3982080,-8.1818137,11,1,3.501,11.282,0.008,0.049,20.0
1771791055.000,0,1,Novo marco,-70.593,40.521,84.814,11.287,174.700,302.740,1.0,6.610,40.3982083,-8.1818150,11,1,3.500,11.288,0.008,0.049,20.0
1771791055.000,0,1,,-70.593,40.521,84.814,11.287,174.700,302.130,1.0,6.610,40.3982083,-8.1818150,11,1,3.500,11.288,0.008,0.049,20.0
1771791055.040,0,1,,-71.028,40.706,85.287,11.310,174.640,302.130,1.0,6.650,40.3982100,-8.1818201,11,1,3.496,11.310,0.008,0.049,20.0
1771791055.090,0,1,,-71.572,40.938,85.877,11.338,174.565,302.130,1.0,6.700,40.3982121,-8.1818266,11,1,3.491,11.338,0.007,0.050,20.0
1771791055.140,0,1,,-72.115,41.169,86.468,11.367,174.490,302.130,1.0,6.750,40.3982142,-8.1818330,11,1,3.486,11.367,0.007,0.050,20.0
1771791055.190,0,1,,-72.658,41.401,87.059,11.395,174.415,302.130,1.0,6.800,40.3982163,-8.1818394,11,1,3.481,11.395,0.006,0.050,20.0
1771791055.240,0,1,,-73.202,41.632,87.649,11.424,174.340,302.130,1.0,6.850,40.3982183,-8.1818458,11,1,3.476,11.424,0.005,0.051,20.0
1771791055.290,0,1,,-73.745,41.864,88.240,11.452,174.265,302.130,1.0,6.900,40.3982204,-8.1818522,11,1,3.471,11.452,0.004,0.051,20.0
1771791055.340,0,1,,-74.288,42.096,88.831,11.480,174.190,302.130,1.0,6.950,40.3982225,-8.1818586,11,1,3.466,11.480,0.003,0.052,20.0
1771791055.390,0,1,,-74.832,42.327,89.421,11.509,174.115,302.130,1.0,7.000,40.3982246,-8.1818651,11,1,3.461,11.509,0.002,0.052,20.0
1771791055.440,0,1,,-75.375,42.559,90.012,11.537,174.040,302.130,1.0,7.050,40.3982267,-8.1818715,11,1,3.456,11.537,0.001,0.052,20.0
1771791055.490,0,1,,-75.919,42.791,90.603,11.566,173.965,302.130,1.0,7.100,40.3982288,-8.1818779,11,1,3.451,11.566,-0.001,0.053,20.0
1771791055.540,0,1,,-76.462,43.022,91.194,11.594,173.890,302.130,1.0,7.150,40.3982308,-8.1818843,11,1,3.446,11.594,-0.002,0.053,20.0
1771791055.590,0,1,,-77.005,43.254,91.784,11.623,173.815,302.130,1.0,7.200,40.3982329,-8.1818907,11,1,3.441,11.623,-0.003,0.054,20.0
1771791055.640,0,1,,-77.549,43.486,92.375,11.651,173.740,302.130,1.0,7.250,40.3982350,-8.1818971,11,1,3.436,11.651,-0.004,0.054,20.0
1771791055.690,0,1,,-78.092,43.717,92.966,11.680,173.665,302.130,1.0,7.300,40.3982371,-8.1819036,11,1,3.431,11.680,-0.005,0.055,20.0
1771791055.740,0,1,,-78.635,43.949,93.556,11.708,173.590,302.130,1.0,7.350,40.3982392,-8.1819100,11,1,3.426,11.708,-0.006,0.055,20.0
1771791055.790,0,1,,-79.179,44.181,94.147,11.737,173.515,302.130,1.0,7.400,40.3982413,-8.1819164,11,1,3.421,11.737,-0.007,0.055,20.0
1771791055.840,0,1,,-79.722,44.412,94.738,11.765,173.440,302.130,1.0,7.450,40.3982433,-8.1819228,11,1,3.416,11.765,-0.007,0.056,20.0
1771791055.890,0,1,,-80.266,44.644,95.328,11.793,173.365,302.130,1.0,7.500,40.3982454,-8.1819292,11,1,3.411,11.793,-0.006,0.056,20.0
1771791055.940,0,1,,-80.809,44.876,95.919,11.822,173.290,302.130,1.0,7.550,40.3982475,-8.1819356,11,1,3.406,11.822,-0.005,0.056,20.0
1771791055.990,0,1,,-81.352,45.107,96.510,11.850,173.215,302.130,1.0,7.600,40.3982496,-8.1819421,11,1,3.401,11.850,-0.004,0.056,20.0
1771791056.000,0,1,,-81.461,45.154,96.628,11.856,173.200,302.810,1.0,7.610,40.3982500,-8.1819433,11,1,3.400,11.855,-0.003,0.056,20.0
1771791056.040,0,1,,-81.913,45.346,97.119,11.873,173.164,302.810,1.0,7.650,40.3982517,-8.1819487,11,1,3.400,11.873,-0.002,0.056,20.0
1771791056.090,0,1,,-82.477,45.587,97.733,11.893,173.119,302.810,1.0,7.700,40.3982539,-8.1819553,11,1,3.400,11.893,0.001,0.055,20.0
1771791056.140,0,1,,-83.042,45.828,98.347,11.914,173.074,302.810,1.0,7.750,40.3982561,-8.1819620,11,1,3.400,11.914,0.004,0.055,20.0
1771791056.190,0,1,,-83.606,46.069,98.960,11.935,173.029,302.810,1.0,7.800,40.3982582,-8.1819687,11,1,3.400,11.935,0.008,0.054,20.0
1771791056.240,0,1,,-84.171,46.310,99.574,11.955,172.984,302.810,1.0,7.850,40.3982604,-8.1819753,11,1,3.400,11.955,0.012,0.054,20.0
1771791056.290,0,1,,-84.735,46.551,100.188,11.976,172.939,302.810,1.0,7.900,40.3982626,-8.1819820,11,1,3.400,11.976,0.016,0.053,20.0
1771791056.340,0,1,,-85.300,46.792,100.802,11.997,172.894,302.810,1.0,7.950,40.3982647,-8.1819887,11,1,3.400,11.997,0.021,0.053,20.0
1771791056.390,0,1,,-85.864,47.033,101.416,12.017,172.849,302.810,1.0,8.000,40.3982669,-8.1819953,11,1,3.400,12.017,0.025,0.052,20.0
1771791056.440,0,1,,-86.429,47.274,102.029,12.038,172.804,302.810,1.0,8.050,40.3982691,-8.1820020,11,1,3.400,12.038,0.030,0.051,20.0
1771791056.490,0,1,,-86.993,47.515,102.643,12.059,172.759,302.810,1.0,8.100,40.3982712,-8.1820087,11,1,3.400,12.059,0.035,0.050,20.0
